UAI;Nom_lycee;taux_poursuite_etude
0754530S;LYCEE POLYVALENT MARTIN NADAUD;17
0754666P;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PASSY SAINT HONORE;47
0754666P;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PASSY SAINT HONORE;63
0754666P;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PASSY SAINT HONORE;39
0754666P;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE PASSY SAINT HONORE;32
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;59
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;51
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;69
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;32
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;56
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;44
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;74
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;61
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;36
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;26
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;55
0754924V;LYCEE POLYVALENT PRIVE NOTRE DAME SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;39
0760005T;LYCEE GENERAL ET TECHNOLOGIQUE THOMAS CORNEILLE;24
0760005T;LYCEE GENERAL ET TECHNOLOGIQUE THOMAS CORNEILLE;31
0760005T;LYCEE GENERAL ET TECHNOLOGIQUE THOMAS CORNEILLE;43
0760005T;LYCEE GENERAL ET TECHNOLOGIQUE THOMAS CORNEILLE;19
0760007V;LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI;49
0760007V;LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI;36
0760007V;LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI;41
0760007V;LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI;45
0760007V;LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI;30
0760007V;LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI;44
0760007V;LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI;59
0760007V;LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI;52
0760013B;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;32
0760013B;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;42
0760013B;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;48
0760013B;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;45
0760013B;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;35
0760013B;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;57
0760013B;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;52
0760013B;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;37
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;42
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;56
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;36
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;37
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;57
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;50
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;38
0760023M;LYCEE GENERAL ET TECHNOLOGIQUE JEHAN ANGO;22
0760023M;LYCEE GENERAL ET TECHNOLOGIQUE JEHAN ANGO;35
0760023M;LYCEE GENERAL ET TECHNOLOGIQUE JEHAN ANGO;27
0760024N;LYCEE PROFESSIONNEL EMULATION DIEPPOISE;43
0760024N;LYCEE PROFESSIONNEL EMULATION DIEPPOISE;57
0760024N;LYCEE PROFESSIONNEL EMULATION DIEPPOISE;53
0760024N;LYCEE PROFESSIONNEL EMULATION DIEPPOISE;41
0760024N;LYCEE PROFESSIONNEL EMULATION DIEPPOISE;50
0760024N;LYCEE PROFESSIONNEL EMULATION DIEPPOISE;61
0760024N;LYCEE PROFESSIONNEL EMULATION DIEPPOISE;56
0760029U;LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MAUROIS;48
0760029U;LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MAUROIS;44
0760029U;LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MAUROIS;37
0760029U;LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MAUROIS;39
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;52
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;49
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;57
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;26
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;65
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;40
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;33
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;54
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;45
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;59
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;72
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;31
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;40
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;27
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;33
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;68
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;60
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;30
0760032X;LYCEE POLYVALENT ANGUIER LYCEE DES METIERS DE LA MISE EN FORME DES MATERIAUX INDUSTRIELS ET DE L ECO;63
0760035A;LYCEE GENERAL ET TECHNOLOGIQUE GUY DE MAUPASSANT;30
0760035A;LYCEE GENERAL ET TECHNOLOGIQUE GUY DE MAUPASSANT;26
0760035A;LYCEE GENERAL ET TECHNOLOGIQUE GUY DE MAUPASSANT;27
0760036B;LYCEE PROFESSIONNEL DESCARTES;57
0760036B;LYCEE PROFESSIONNEL DESCARTES;31
0760036B;LYCEE PROFESSIONNEL DESCARTES;55
0760036B;LYCEE PROFESSIONNEL DESCARTES;36
0760036B;LYCEE PROFESSIONNEL DESCARTES;23
0760036B;LYCEE PROFESSIONNEL DESCARTES;56
0760036B;LYCEE PROFESSIONNEL DESCARTES;20
0760054W;LYCEE POLYVALENT PORTE OCEANE;66
0760054W;LYCEE POLYVALENT PORTE OCEANE;48
0760054W;LYCEE POLYVALENT PORTE OCEANE;56
0760054W;LYCEE POLYVALENT PORTE OCEANE;39
0760054W;LYCEE POLYVALENT PORTE OCEANE;44
0760054W;LYCEE POLYVALENT PORTE OCEANE;64
0760054W;LYCEE POLYVALENT PORTE OCEANE;36
0760054W;LYCEE POLYVALENT PORTE OCEANE;43
0760056Y;LYCEE TECHNOLOGIQUE JULES SIEGFRIED;28
0760056Y;LYCEE TECHNOLOGIQUE JULES SIEGFRIED;38
0760056Y;LYCEE TECHNOLOGIQUE JULES SIEGFRIED;37
0760056Y;LYCEE TECHNOLOGIQUE JULES SIEGFRIED;29
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE (A ABS;37
0760058A;LYCEE GENERAL ET TECHNOLOGIQUE SCHUMAN PERRET;37
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;37
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE (A ABS;38
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;38
0760058A;LYCEE GENERAL ET TECHNOLOGIQUE SCHUMAN PERRET;38
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE (A ABS;47
0760058A;LYCEE GENERAL ET TECHNOLOGIQUE SCHUMAN PERRET;47
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;47
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE (A ABS;46
0760058A;LYCEE GENERAL ET TECHNOLOGIQUE SCHUMAN PERRET;46
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;46
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE (A ABS;49
0760058A;LYCEE GENERAL ET TECHNOLOGIQUE SCHUMAN PERRET;49
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;49
0760058A;LYCEE GENERAL ET TECHNOLOGIQUE SCHUMAN PERRET;34
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;34
0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE (A ABS;34
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;8
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;45
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;46
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;4
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;34
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;49
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;48
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;11
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;50
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;35
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;53
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;67
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;57
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;47
0760062E;LYCEE PROFESSIONNEL JULES LE CESNE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DES SERVI;7
0760072R;LYCEE GENERAL ET TECHNOLOGIQUE GUILLAUME LE CONQUERANT;33
0760072R;LYCEE GENERAL ET TECHNOLOGIQUE GUILLAUME LE CONQUERANT;36
0760072R;LYCEE GENERAL ET TECHNOLOGIQUE GUILLAUME LE CONQUERANT;28
0760072R;LYCEE GENERAL ET TECHNOLOGIQUE GUILLAUME LE CONQUERANT;34
0760076V;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PREVOST;57
0760076V;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PREVOST;38
0760076V;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PREVOST;44
0760076V;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PREVOST;49
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L AMENAGEMENT ENVIRONNEME;51
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L HORTIPAYSAGE;51
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L AMENAGEMENT ENVIRONNEME;44
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L HORTIPAYSAGE;44
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L AMENAGEMENT ENVIRONNEME;38
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L HORTIPAYSAGE;38
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L HORTIPAYSAGE;45
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L AMENAGEMENT ENVIRONNEME;45
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L HORTIPAYSAGE;46
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L AMENAGEMENT ENVIRONNEME;46
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L HORTIPAYSAGE;39
0760082B;LYCEE PROFESSIONNEL JEAN ROSTAND LYCEE DES METIERS DE LA MAINTENANCE ET DE L AMENAGEMENT ENVIRONNEME;39
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;53
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;35
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;40
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;63
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;50
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;41
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;55
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;51
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;57
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;28
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;66
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;56
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;61
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;43
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;23
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;21
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;59
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;53
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;78
0760088H;LYCEE PROFESSIONNEL ELISA LEMONNIER;45
0760090K;LYCEE GENERAL PIERRE CORNEILLE;38
0760090K;LYCEE GENERAL PIERRE CORNEILLE;42
0760090K;LYCEE GENERAL PIERRE CORNEILLE;36
0760090K;LYCEE GENERAL PIERRE CORNEILLE;33
0760091L;LYCEE GENERAL ET TECHNOLOGIQUE JEANNE D ARC;47
0760091L;LYCEE GENERAL ET TECHNOLOGIQUE JEANNE D ARC;49
0760091L;LYCEE GENERAL ET TECHNOLOGIQUE JEANNE D ARC;48
0760091L;LYCEE GENERAL ET TECHNOLOGIQUE JEANNE D ARC;57
0760093N;LYCEE GENERAL CAMILLE SAINT SAENS;38
0760093N;LYCEE GENERAL CAMILLE SAINT SAÃNS;38
0760093N;LYCEE GENERAL CAMILLE SAINT SAENS;26
0760093N;LYCEE GENERAL CAMILLE SAINT SAÃNS;26
0760093N;LYCEE GENERAL CAMILLE SAINT SAENS;32
0760093N;LYCEE GENERAL CAMILLE SAINT SAÃNS;32
0760093N;LYCEE GENERAL CAMILLE SAINT SAÃNS;42
0760093N;LYCEE GENERAL CAMILLE SAINT SAENS;42
0760095R;LYCEE POLYVALENT BLAISE PASCAL;57
0760095R;LYCEE POLYVALENT BLAISE PASCAL;67
0760095R;LYCEE POLYVALENT BLAISE PASCAL;62
0760095R;LYCEE POLYVALENT BLAISE PASCAL;75
0760095R;LYCEE POLYVALENT BLAISE PASCAL;45
0760095R;LYCEE POLYVALENT BLAISE PASCAL;47
0760095R;LYCEE POLYVALENT BLAISE PASCAL;49
0760096S;LYCEE GENERAL ET TECHNOLOGIQUE GUSTAVE FLAUBERT;46
0760096S;LYCEE GENERAL ET TECHNOLOGIQUE GUSTAVE FLAUBERT;34
0760096S;LYCEE GENERAL ET TECHNOLOGIQUE GUSTAVE FLAUBERT;49
0760096S;LYCEE GENERAL ET TECHNOLOGIQUE GUSTAVE FLAUBERT;40
760109,00 F;LYCEE GENERAL ET TECHNOLOGIQUE LES BRUYERES;35
760109,00 F;LYCEE GENERAL ET TECHNOLOGIQUE LES BRUYERES;29
760109,00 F;LYCEE GENERAL ET TECHNOLOGIQUE LES BRUYERES;41
760109,00 F;LYCEE GENERAL ET TECHNOLOGIQUE LES BRUYERES;38
0760110G;LYCEE GENERAL ET TECHNOLOGIQUE MARCEL SEMBAT;25
0760110G;LYCEE GENERAL ET TECHNOLOGIQUE MARCEL SEMBAT;32
0760110G;LYCEE GENERAL ET TECHNOLOGIQUE MARCEL SEMBAT;31
0760110G;LYCEE GENERAL ET TECHNOLOGIQUE MARCEL SEMBAT;38
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;40
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;29
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;39
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;26
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;24
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;21
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;20
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;52
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;47
0760114L;LYCEE PROFESSIONNEL LE HURLE VENT;27
760132,00 F;LYCEE PROFESSIONNEL JULES SIEGFRIED LYCEE DES METIERS DES SCIENCES DU NUMERIQUE ET DE L INNOVATION T;62
760132,00 F;LYCEE PROFESSIONNEL JULES SIEGFRIED LYCEE DES METIERS DES SCIENCES DU NUMERIQUE ET DE L INNOVATION T;58
760132,00 F;LYCEE PROFESSIONNEL JULES SIEGFRIED LYCEE DES METIERS DES SCIENCES DU NUMERIQUE ET DE L INNOVATION T;56
0760142S;LYCEE PROFESSIONNEL GUSTAVE FLAUBERT;62
0760142S;LYCEE PROFESSIONNEL GUSTAVE FLAUBERT;66
0760142S;LYCEE PROFESSIONNEL GUSTAVE FLAUBERT;65
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;48
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L INDUSTRIE;48
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;45
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L INDUSTRIE;45
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L INDUSTRIE;53
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;53
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L INDUSTRIE;51
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;51
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L INDUSTRIE;22
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;22
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;46
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L INDUSTRIE;46
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;18
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L INDUSTRIE;42
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L INDUSTRIE;18
0760144U;LYCEE PROFESSIONNEL SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;42
0760145V;LYCEE PROFESSIONNEL VAL DE SEINE;60
0760145V;LYCEE PROFESSIONNEL VAL DE SEINE;35
0760145V;LYCEE PROFESSIONNEL VAL DE SEINE;23
0760145V;LYCEE PROFESSIONNEL VAL DE SEINE;67
0760145V;LYCEE PROFESSIONNEL VAL DE SEINE;28
0760145V;LYCEE PROFESSIONNEL VAL DE SEINE;25
0760145V;LYCEE PROFESSIONNEL VAL DE SEINE;39
0760145V;LYCEE PROFESSIONNEL VAL DE SEINE;68
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET SYSTEMES EMBARQUES;49
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET DES ENERGIES RENOUVELABLES;49
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET DES ENERGIES RENOUVELABLES;48
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET SYSTEMES EMBARQUES;48
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET SYSTEMES EMBARQUES;55
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET DES ENERGIES RENOUVELABLES;55
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET DES ENERGIES RENOUVELABLES;50
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET SYSTEMES EMBARQUES;50
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET DES ENERGIES RENOUVELABLES;46
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET SYSTEMES EMBARQUES;46
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET DES ENERGIES RENOUVELABLES;58
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET SYSTEMES EMBARQUES;58
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET SYSTEMES EMBARQUES;53
0760146W;LYCEE PROFESSIONNEL MARCEL SEMBAT LYCEE DES METIERS DES PROPULSIONS ET DES ENERGIES RENOUVELABLES;53
0760174B;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE MONET;25
0760174B;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE MONET;32
0760174B;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE MONET;40
0760174B;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE MONET;52
0761322Z;LYCEE PROFESSIONNEL CLAUDE MONET;57
0761322Z;LYCEE PROFESSIONNEL CLAUDE MONET;58
0761322Z;LYCEE PROFESSIONNEL CLAUDE MONET;63
