UAI;Nom_lycee;taux_poursuite_etude
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;59
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;59
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;46
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;46
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;39
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;39
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;40
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;40
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;42
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;42
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;52
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;52
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;55
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;55
0020059D;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;35
0020059D;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;42
0020059D;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;38
0020059D;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;44
0020078Z;LYCEE PROFESSIONNEL JULIE DAUBIE;30
0020078Z;LYCEE PROFESSIONNEL JULIE DAUBIE;41
0020078Z;LYCEE PROFESSIONNEL JULIE DAUBIE;52
0020078Z;LYCEE PROFESSIONNEL JULIE DAUBIE;46
0020078Z;LYCEE PROFESSIONNEL JULIE DAUBIE;57
0020078Z;LYCEE PROFESSIONNEL JULIE DAUBIE;44
0020078Z;LYCEE PROFESSIONNEL JULIE DAUBIE;67
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;50
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;40
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;52
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;48
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;39
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;44
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;56
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;41
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;59
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;56
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;49
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;63
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;51
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;58
0020089L;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;63
0020089L;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;60
0020089L;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;31
0020089L;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;61
0020089L;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;47
0020089L;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;56
0020089L;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;66
0020492Z;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE ET DE L HOTE;49
0020492Z;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE ET DE L HOTE;70
0020492Z;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE ET DE L HOTE;36
0020492Z;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE ET DE L HOTE;63
0020492Z;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE ET DE L HOTE;60
0020492Z;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE ET DE L HOTE;66
0020492Z;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE ET DE L HOTE;46
0020492Z;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE ET DE L HOTE;51
20498,00 F;LYCEE PROFESSIONNEL PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;61
20498,00 F;LYCEE PROFESSIONNEL PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;69
20498,00 F;LYCEE PROFESSIONNEL PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;79
20498,00 F;LYCEE PROFESSIONNEL PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;64
20498,00 F;LYCEE PROFESSIONNEL PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;60
20498,00 F;LYCEE PROFESSIONNEL PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;45
20498,00 F;LYCEE PROFESSIONNEL PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;42
20498,00 F;LYCEE PROFESSIONNEL PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;51
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;46
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;69
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;63
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;48
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;38
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;47
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;43
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;41
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;40
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;50
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;46
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;57
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO;57
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO;46
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO;40
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;40
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;62
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO;35
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;35
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO;56
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;56
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO;62
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;45
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO;45
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO;66
0021479X;LYCEE PROFESSIONNEL FRANCOISE DOLTO LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;66
0021869W;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;12
0021869W;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH LYCEE DES METIERS DE L HOTELLERIE E;12
0021869W;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH LYCEE DES METIERS DE L HOTELLERIE E;24
0021869W;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;24
0021869W;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;32
0021869W;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH LYCEE DES METIERS DE L HOTELLERIE E;32
0021873A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ST JEAN LA CROIX;18
0021873A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ST JEAN LA CROIX;20
0021873A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ST JEAN LA CROIX;53
0021873A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ST JEAN LA CROIX;46
0021874B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT REMY;61
0021874B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT REMY;33
0021874B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT REMY;50
0021874B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT REMY;14
0021906L;LYCEE PROFESSIONNEL PRIVE SAINT CHARLES LYCEE DES METIERS DE LA SECURITE ET DE LA MAINTENANCE;91
0021906L;LYCEE PROFESSIONNEL PRIVE SAINT CHARLES LYCEE DES METIERS DE LA SECURITE ET DE LA MAINTENANCE;52
0021906L;LYCEE PROFESSIONNEL PRIVE SAINT CHARLES LYCEE DES METIERS DE LA SECURITE ET DE LA MAINTENANCE;73
0021906L;LYCEE PROFESSIONNEL PRIVE SAINT CHARLES LYCEE DES METIERS DE LA SECURITE ET DE LA MAINTENANCE;83
0021906L;LYCEE PROFESSIONNEL PRIVE SAINT CHARLES LYCEE DES METIERS DE LA SECURITE ET DE LA MAINTENANCE;46
0021906L;LYCEE PROFESSIONNEL PRIVE SAINT CHARLES LYCEE DES METIERS DE LA SECURITE ET DE LA MAINTENANCE;92
0021906L;LYCEE PROFESSIONNEL PRIVE SAINT CHARLES LYCEE DES METIERS DE LA SECURITE ET DE LA MAINTENANCE;51
0021939X;LYCEE POLYVALENT JULES VERNE;60
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;60
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;59
0021939X;LYCEE POLYVALENT JULES VERNE;59
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;53
0021939X;LYCEE POLYVALENT JULES VERNE;53
0021939X;LYCEE POLYVALENT JULES VERNE;61
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;61
0021939X;LYCEE POLYVALENT JULES VERNE;57
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;57
0021939X;LYCEE POLYVALENT JULES VERNE;32
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;32
0021939X;LYCEE POLYVALENT JULES VERNE;47
0021939X;LYCEE POLYVALENT JULES VERNE;36
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;36
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;47
0021939X;LYCEE POLYVALENT JULES VERNE;17
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;17
0021939X;LYCEE POLYVALENT JULES VERNE;63
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;63
0021939X;LYCEE POLYVALENT JULES VERNE;62
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;62
0021939X;LYCEE POLYVALENT JULES VERNE LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES POUR UN DEVELOPPEMENT DU;54
0021939X;LYCEE POLYVALENT JULES VERNE;54
0021999M;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;54
0021999M;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;70
0021999M;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;77
0021999M;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;71
0022002R;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH;40
0022002R;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH;58
0022002R;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH;47
0022002R;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH;74
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;52
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;52
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;60
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;60
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;51
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;51
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;57
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;57
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;54
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;54
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;55
0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DES MATERIAUX COMPOSITES DE LA PLASTURGIE DU FROID E;55
0022022M;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;30
0022022M;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE PRIVE SAINTE SOPHIE;30
0022022M;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE PRIVE SAINTE SOPHIE;25
0022022M;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;25
0022022M;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE PRIVE SAINTE SOPHIE;44
0022022M;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;44
0022022M;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE PRIVE SAINTE SOPHIE;19
0022022M;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE PRIVE SAINTE SOPHIE LYCEE DES METIERS DES SERVICES A LA PERSONNE;19
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;10
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;69
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;49
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;17
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;43
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;45
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;61
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;19
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;51
0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIV;62
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;57
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;41
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;58
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;16
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;43
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;53
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;36
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;24
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;15
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;33
22108,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT VINCENT DE PAUL;40
22108,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE E;40
22108,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE E;19
22108,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT VINCENT DE PAUL;19
22108,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT VINCENT DE PAUL;26
22108,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE E;26
0030026M;LYCEE POLYVALENT PAUL CONSTANS LYCEE DES METIERS SCIENTIFIQUES INDUSTRIELS ADMINISTRATIFS ET COMMERC;53
0030026M;LYCEE POLYVALENT PAUL CONSTANS LYCEE DES METIERS SCIENTIFIQUES INDUSTRIELS ADMINISTRATIFS ET COMMERC;37
0030026M;LYCEE POLYVALENT PAUL CONSTANS LYCEE DES METIERS SCIENTIFIQUES INDUSTRIELS ADMINISTRATIFS ET COMMERC;35
0030026M;LYCEE POLYVALENT PAUL CONSTANS LYCEE DES METIERS SCIENTIFIQUES INDUSTRIELS ADMINISTRATIFS ET COMMERC;58
0030026M;LYCEE POLYVALENT PAUL CONSTANS LYCEE DES METIERS SCIENTIFIQUES INDUSTRIELS ADMINISTRATIFS ET COMMERC;60
0030026M;LYCEE POLYVALENT PAUL CONSTANS LYCEE DES METIERS SCIENTIFIQUES INDUSTRIELS ADMINISTRATIFS ET COMMERC;47
0030026M;LYCEE POLYVALENT PAUL CONSTANS LYCEE DES METIERS SCIENTIFIQUES INDUSTRIELS ADMINISTRATIFS ET COMMERC;62
0030026M;LYCEE POLYVALENT PAUL CONSTANS LYCEE DES METIERS SCIENTIFIQUES INDUSTRIELS ADMINISTRATIFS ET COMMERC;64
0030026M;LYCEE POLYVALENT PAUL CONSTANS LYCEE DES METIERS SCIENTIFIQUES INDUSTRIELS ADMINISTRATIFS ET COMMERC;44
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;63
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;61
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;36
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;49
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;54
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;39
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;51
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;58
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;55
0030038A;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DU DESIGN ET DES ARTS VERRIERS;44
0030051P;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES;49
0030051P;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES;48
0030051P;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES;54
0030051P;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES;44
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;59
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;62
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;58
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;64
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;68
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;55
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;41
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;65
0030105Y;LYCEE PROFESSIONNEL PRIVE SAINTE LOUISE;69
0030105Y;LYCEE PROFESSIONNEL PRIVE SAINTE LOUISE;65
0030105Y;LYCEE PROFESSIONNEL PRIVE SAINTE LOUISE;64
0030105Y;LYCEE PROFESSIONNEL PRIVE SAINTE LOUISE;70
0030105Y;LYCEE PROFESSIONNEL PRIVE SAINTE LOUISE;51
30112,00 F;LYCEE PROFESSIONNEL PRIVE ANNA RODIER;51
30112,00 F;LYCEE PROFESSIONNEL PRIVE ANNA RODIER;43
30112,00 F;LYCEE PROFESSIONNEL PRIVE ANNA RODIER;34
30112,00 F;LYCEE PROFESSIONNEL PRIVE ANNA RODIER;38
