UAI;Nom_lycee;taux_de_reussite
0221571N;LYCEE POLYVALENT KERRAOUL LYCEE DES METIERS SANITAIRE ET SOCIAL;100
0221571N;LYCEE POLYVALENT KERRAOUL LYCEE DES METIERS SANITAIRE ET SOCIAL;96
0861408N;LYCEE POLYVALENT KYOTO;95
0861408N;LYCEE POLYVALENT KYOTO;96
0861408N;LYCEE POLYVALENT KYOTO;93
0861408N;LYCEE POLYVALENT KYOTO;72
0731248K;LYCEE POLYVALENT L ARMAND;93
0731248K;LYCEE POLYVALENT L ARMAND;86
0731248K;LYCEE POLYVALENT L ARMAND;90
0731248K;LYCEE POLYVALENT L ARMAND;95
0731248K;LYCEE POLYVALENT L ARMAND (A ABSORBE L'UAI 0731249L EN 2017);86
0731248K;LYCEE POLYVALENT L ARMAND (A ABSORBE L'UAI 0731249L EN 2017);90
0731248K;LYCEE POLYVALENT L ARMAND (A ABSORBE L'UAI 0731249L EN 2017);95
0731248K;LYCEE POLYVALENT L ARMAND (A ABSORBE L'UAI 0731249L EN 2017);93
0940118T;LYCEE POLYVALENT L ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET APPLICATIO;77
0940118T;LYCEE POLYVALENT L ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET APPLICATIO;85
0940118T;LYCEE POLYVALENT L ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET APPLICATIO;90
0940118T;LYCEE POLYVALENT L ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET APPLICATIO;83
0670085D;LYCEE POLYVALENT L COUFFIGNAL LYCEE DES METIERS DES TECHNIQUES INDUSTRIELLES ET DES SCIENCES DE L IN;91
0670085D;LYCEE POLYVALENT L COUFFIGNAL LYCEE DES METIERS DES TECHNIQUES INDUSTRIELLES ET DES SCIENCES DE L IN;86
0670085D;LYCEE POLYVALENT L COUFFIGNAL LYCEE DES METIERS DES TECHNIQUES INDUSTRIELLES ET DES SCIENCES DE L IN;78
0670085D;LYCEE POLYVALENT L COUFFIGNAL LYCEE DES METIERS DES TECHNIQUES INDUSTRIELLES ET DES SCIENCES DE L IN;80
0911492C;LYCEE POLYVALENT L ESSOURIAU;67
0911492C;LYCEE POLYVALENT L ESSOURIAU;88
0911492C;LYCEE POLYVALENT L ESSOURIAU;68
0911492C;LYCEE POLYVALENT L ESSOURIAU;86
0570108H;LYCEE POLYVALENT LA BRIQUERIE LYCEE DES METIERS DES SCIENCES ET DES TECHNIQUES;78
0570108H;LYCEE POLYVALENT LA BRIQUERIE LYCEE DES METIERS DES SCIENCES ET DES TECHNIQUES;88
0570108H;LYCEE POLYVALENT LA BRIQUERIE LYCEE DES METIERS DES SCIENCES ET DES TECHNIQUES;75
0570108H;LYCEE POLYVALENT LA BRIQUERIE LYCEE DES METIERS DES SCIENCES ET DES TECHNIQUES;72
0120006S;LYCEE POLYVALENT LA DECOUVERTE;90
0120006S;LYCEE POLYVALENT LA DECOUVERTE;88
0120006S;LYCEE POLYVALENT LA DECOUVERTE;76
0770920G;LYCEE POLYVALENT LA FAYETTE;80
0770920G;LYCEE POLYVALENT LA FAYETTE;93
0770920G;LYCEE POLYVALENT LA FAYETTE;83
0770920G;LYCEE POLYVALENT LA FAYETTE;82
0770920G;LYCEE POLYVALENT LA FAYETTE LYCEE DES METIERS DE L ENERGIE DU NUMERIQUE ET DES INDUSTRIES DE PRODUCT;80
0770920G;LYCEE POLYVALENT LA FAYETTE LYCEE DES METIERS DE L ENERGIE DU NUMERIQUE ET DES INDUSTRIES DE PRODUCT;93
0770920G;LYCEE POLYVALENT LA FAYETTE LYCEE DES METIERS DE L ENERGIE DU NUMERIQUE ET DES INDUSTRIES DE PRODUCT;83
0770920G;LYCEE POLYVALENT LA FAYETTE LYCEE DES METIERS DE L ENERGIE DU NUMERIQUE ET DES INDUSTRIES DE PRODUCT;82
630021,00 F;LYCEE POLYVALENT LA FAYETTE LYCEE DES METIERS DE L INGENIERIE INDUSTRIELLE;88
630021,00 F;LYCEE POLYVALENT LA FAYETTE LYCEE DES METIERS DE L INGENIERIE INDUSTRIELLE;87
630021,00 F;LYCEE POLYVALENT LA FAYETTE LYCEE DES METIERS DE L INGENIERIE INDUSTRIELLE;84
0220013V;LYCEE POLYVALENT LA FONTAINE DES EAUX LYCEE DES METIERS DE LA GESTION ENERGETIQUE DES BATIMENTS;100
0220013V;LYCEE POLYVALENT LA FONTAINE DES EAUX LYCEE DES METIERS DE LA GESTION ENERGETIQUE DES BATIMENTS;95
0220013V;LYCEE POLYVALENT LA FONTAINE DES EAUX LYCEE DES METIERS DE LA GESTION ENERGETIQUE DES BATIMENTS;93
0220013V;LYCEE POLYVALENT LA FONTAINE DES EAUX LYCEE DES METIERS DE LA GESTION ENERGETIQUE DES BATIMENTS;92
510053,00 F;LYCEE POLYVALENT LA FONTAINE DU VE;79
510053,00 F;LYCEE POLYVALENT LA FONTAINE DU VE;80
510053,00 F;LYCEE POLYVALENT LA FONTAINE DU VE;86
0801882L;LYCEE POLYVALENT LA HOTOIE;84
0801882L;LYCEE POLYVALENT LA HOTOIE;83
0801882L;LYCEE POLYVALENT LA HOTOIE;73
0801882L;LYCEE POLYVALENT LA HOTOIE;56
9720771,00 F;LYCEE POLYVALENT LA JETEE;81
9720771,00 F;LYCEE POLYVALENT LA JETEE;95
9720771,00 F;LYCEE POLYVALENT LA JETEE;96
9720771,00 F;LYCEE POLYVALENT LA JETEE;91
9741173G;LYCEE POLYVALENT LA POSSESSION;78
9741173G;LYCEE POLYVALENT LA POSSESSION;87
9741173G;LYCEE POLYVALENT LA POSSESSION;80
9741173G;LYCEE POLYVALENT LA POSSESSION;95
0380063M;LYCEE POLYVALENT LA SAULAIE;69
0380063M;LYCEE POLYVALENT LA SAULAIE;91
0380063M;LYCEE POLYVALENT LA SAULAIE;85
0380063M;LYCEE POLYVALENT LA SAULAIE;81
0772295B;LYCEE POLYVALENT LA TOUR DES DAMES;66
0772295B;LYCEE POLYVALENT LA TOUR DES DAMES;80
0772295B;LYCEE POLYVALENT LA TOUR DES DAMES;71
0772295B;LYCEE POLYVALENT LA TOUR DES DAMES;79
9730423X;LYCEE POLYVALENT LAMA PREVOT;88
9730423X;LYCEE POLYVALENT LAMA PREVOT;78
9730423X;LYCEE POLYVALENT LAMA PREVOT;71
9730423X;LYCEE POLYVALENT LAMA PREVOT;45
0800007Y;LYCEE POLYVALENT LAMARCK LYCEE DES METIERS;67
0800007Y;LYCEE POLYVALENT LAMARCK LYCEE DES METIERS;79
0800007Y;LYCEE POLYVALENT LAMARCK LYCEE DES METIERS;89
0800007Y;LYCEE POLYVALENT LAMARCK LYCEE DES METIERS;76
0940113M;LYCEE POLYVALENT LANGEVIN WALLON;80
0940113M;LYCEE POLYVALENT LANGEVIN WALLON;82
0940113M;LYCEE POLYVALENT LANGEVIN WALLON;63
0940113M;LYCEE POLYVALENT LANGEVIN WALLON;77
0681768C;LYCEE POLYVALENT LAVOISIER;80
0681768C;LYCEE POLYVALENT LAVOISIER;79
0681768C;LYCEE POLYVALENT LAVOISIER;90
681817,00 F;LYCEE POLYVALENT LAZARE DE SCHWENDI LYCEE DES METIERS;69
681817,00 F;LYCEE POLYVALENT LAZARE DE SCHWENDI LYCEE DES METIERS;89
681817,00 F;LYCEE POLYVALENT LAZARE DE SCHWENDI LYCEE DES METIERS;76
681817,00 F;LYCEE POLYVALENT LAZARE DE SCHWENDI LYCEE DES METIERS;98
0210019G;LYCEE POLYVALENT LE CASTEL;95
0210019G;LYCEE POLYVALENT LE CASTEL;87
0210019G;LYCEE POLYVALENT LE CASTEL;94
0210019G;LYCEE POLYVALENT LE CASTEL;90
0672198A;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L ARCHITECTURE DE LA CONSTRUCTION ET DU DESIGN;70
0672198A;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L ARCHITECTURE DE LA CONSTRUCTION ET DU DESIGN;77
0672198A;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L ARCHITECTURE DE LA CONSTRUCTION ET DU DESIGN;83
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;81
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;73
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;88
0022044L;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DE L HOTELLERIE ET DU BATIMENT;79
0762964J;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS DE L ENERGIE ET DE L;73
0762964J;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS DE L ENERGIE ET DE L;78
0762964J;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS DE L ENERGIE ET DE L;69
0762964J;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS DE L ENERGIE ET DE L;61
0762964J;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS ET DE L ENERGIE;69
0762964J;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS ET DE L ENERGIE;78
0762964J;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS ET DE L ENERGIE;73
0762964J;LYCEE POLYVALENT LE CORBUSIER LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS ET DE L ENERGIE;61
0320067Z;LYCEE POLYVALENT LE GARROS LYCEE DES METIERS DU GENIE CIVIL DE LA PRODUCTION ET DU LABORATOIRE;71
0320067Z;LYCEE POLYVALENT LE GARROS LYCEE DES METIERS DU GENIE CIVIL DE LA PRODUCTION ET DU LABORATOIRE;88
0320067Z;LYCEE POLYVALENT LE GARROS LYCEE DES METIERS DU GENIE CIVIL DE LA PRODUCTION ET DU LABORATOIRE;82
0320067Z;LYCEE POLYVALENT LE GARROS LYCEE DES METIERS DU GENIE CIVIL DE LA PRODUCTION ET DU LABORATOIRE;65
0721094Y;LYCEE POLYVALENT LE MANS SUD;93
0721094Y;LYCEE POLYVALENT LE MANS SUD;87
0721094Y;LYCEE POLYVALENT LE MANS SUD;82
0721094Y;LYCEE POLYVALENT LE MANS SUD;83
0460013P;LYCEE POLYVALENT LEO FERRE;90
0460013P;LYCEE POLYVALENT LEO FERRE;80
0460013P;LYCEE POLYVALENT LEO FERRE;97
0460013P;LYCEE POLYVALENT LEO FERRE;100
0932282A;LYCEE POLYVALENT LEO LAGRANGE;89
0932282A;LYCEE POLYVALENT LEO LAGRANGE;88
0932282A;LYCEE POLYVALENT LEO LAGRANGE;92
0932282A;LYCEE POLYVALENT LEO LAGRANGE;86
0312915A;LYCEE POLYVALENT LEON BLUM;89
0312915A;LYCEE POLYVALENT LEON BLUM;88
0312915A;LYCEE POLYVALENT LEON BLUM;95
0710026T;LYCEE POLYVALENT LEON BLUM;79
0710026T;LYCEE POLYVALENT LEON BLUM;84
0710026T;LYCEE POLYVALENT LEON BLUM;86
0710026T;LYCEE POLYVALENT LEON BLUM;87
0941413A;LYCEE POLYVALENT LEON BLUM;93
0941413A;LYCEE POLYVALENT LEON BLUM;95
0941413A;LYCEE POLYVALENT LEON BLUM;90
0941413A;LYCEE POLYVALENT LEON BLUM;88
0911946W;LYCEE POLYVALENT LEONARD DE VINCI;78
0911946W;LYCEE POLYVALENT LEONARD DE VINCI;97
0911946W;LYCEE POLYVALENT LEONARD DE VINCI;96
0911946W;LYCEE POLYVALENT LEONARD DE VINCI;89
0624141P;LYCEE POLYVALENT LEONARD DE VINCI;65
0624141P;LYCEE POLYVALENT LEONARD DE VINCI;95
0624141P;LYCEE POLYVALENT LEONARD DE VINCI;84
0624141P;LYCEE POLYVALENT LEONARD DE VINCI;70
0770934X;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS COMPTABILITE ET L INFORMATIQUE LYCEE DES METIERS;84
0770934X;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS COMPTABILITE ET L INFORMATIQUE LYCEE DES METIERS;81
0770934X;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS COMPTABILITE ET L INFORMATIQUE LYCEE DES METIERS;64
0770934X;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS COMPTABILITE ET L INFORMATIQUE LYCEE DES METIERS;69
0382440W;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE L AUDIOVISUEL ET DU DESIGN;86
0382440W;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE L AUDIOVISUEL ET DU DESIGN;90
0382440W;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE L AUDIOVISUEL ET DU DESIGN;83
0782556E;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE L ELECTROTECHNIQUE ET DES AUTOMATISMES;84
0782556E;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE L ELECTROTECHNIQUE ET DES AUTOMATISMES;83
0782556E;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE L ELECTROTECHNIQUE ET DES AUTOMATISMES;79
0782556E;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE L ELECTROTECHNIQUE ET DES AUTOMATISMES;93
0624141P;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DES TERRES D OPAL;65
0624141P;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DES TERRES D OPAL;95
0624141P;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DES TERRES D OPAL;84
0624141P;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DES TERRES D OPAL;70
0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET DES SERV;67
0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET DES SERV;74
0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET DES SERV;81
0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET DES SERV;73
0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET SES SERV;81
0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET SES SERV;73
0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET SES SERV;74
0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET SES SERV;67
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;75
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;86
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;84
0021476U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DES ECO SCIENCES ET DES ECO TECHNOLOGIES;80
0061478Z;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU BATIMENT ET TRAVAUX PUBLICS;90
0061478Z;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU BATIMENT ET TRAVAUX PUBLICS;97
0061478Z;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU BATIMENT ET TRAVAUX PUBLICS;86
0061478Z;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU BATIMENT ET TRAVAUX PUBLICS;91
0754475G;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU BOIS;89
0754475G;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU BOIS;88
0754475G;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU BOIS;91
0754475G;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU BOIS;78
0932046U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU TRANSPORT;68
0932046U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU TRANSPORT;80
0932046U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU TRANSPORT;76
0932046U;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU TRANSPORT;72
9730421V;LYCEE POLYVALENT LEOPOLD ELFORT;66
9730421V;LYCEE POLYVALENT LEOPOLD ELFORT;88
9730421V;LYCEE POLYVALENT LEOPOLD ELFORT;91
9730421V;LYCEE POLYVALENT LEOPOLD ELFORT;77
0441552Y;LYCEE POLYVALENT LES BOURDONNIERES;82
0441552Y;LYCEE POLYVALENT LES BOURDONNIERES;87
0441552Y;LYCEE POLYVALENT LES BOURDONNIERES;93
0441552Y;LYCEE POLYVALENT LES BOURDONNIERES;89
0260113G;LYCEE POLYVALENT LES CATALINS LYCEE DES METIERS DE L ENERGIE ET DES SCIENCES APPLIQUEES;74
0260113G;LYCEE POLYVALENT LES CATALINS LYCEE DES METIERS DE L ENERGIE ET DES SCIENCES APPLIQUEES;86
0260113G;LYCEE POLYVALENT LES CATALINS LYCEE DES METIERS DE L ENERGIE ET DES SCIENCES APPLIQUEES;76
0260113G;LYCEE POLYVALENT LES CATALINS LYCEE DES METIERS DE L ENERGIE ET DES SCIENCES APPLIQUEES;79
0260113G;LYCEE POLYVALENT LES CATALINS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE DE L ENERGIE ET DES;74
0260113G;LYCEE POLYVALENT LES CATALINS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE DE L ENERGIE ET DES;86
0260113G;LYCEE POLYVALENT LES CATALINS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE DE L ENERGIE ET DES;76
0260113G;LYCEE POLYVALENT LES CATALINS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE DE L ENERGIE ET DES;79
0270029K;LYCEE POLYVALENT LES FONTENELLES LYCEE DES METIERS DE L ENERGIE ET DE L EFFICACITE ENERGETIQUE;68
0270029K;LYCEE POLYVALENT LES FONTENELLES LYCEE DES METIERS DE L ENERGIE ET DE L EFFICACITE ENERGETIQUE;84
0270029K;LYCEE POLYVALENT LES FONTENELLES LYCEE DES METIERS DE L ENERGIE ET DE L EFFICACITE ENERGETIQUE;71
0270029K;LYCEE POLYVALENT LES FONTENELLES LYCEE DES METIERS DE L ENERGIE ET DE L EFFICACITE ENERGETIQUE;88
0332832Z;LYCEE POLYVALENT LES IRIS;83
0332832Z;LYCEE POLYVALENT LES IRIS;82
0332832Z;LYCEE POLYVALENT LES IRIS;84
0332832Z;LYCEE POLYVALENT LES IRIS;88
0040533H;LYCEE POLYVALENT LES ISCLES;91
0040533H;LYCEE POLYVALENT LES ISCLES;89
0040533H;LYCEE POLYVALENT LES ISCLES;97
0040533H;LYCEE POLYVALENT LES ISCLES;87
0100025Y;LYCEE POLYVALENT LES LOMBARDS;84
0100025Y;LYCEE POLYVALENT LES LOMBARDS;82
0100025Y;LYCEE POLYVALENT LES LOMBARDS;81
0100025Y;LYCEE POLYVALENT LES LOMBARDS;67
0211986V;LYCEE POLYVALENT LES MARCS D OR;95
0211986V;LYCEE POLYVALENT LES MARCS D OR;82
0211986V;LYCEE POLYVALENT LES MARCS D OR;84
0211986V;LYCEE POLYVALENT LES MARCS D OR LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;95
0211986V;LYCEE POLYVALENT LES MARCS D OR LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;84
0211986V;LYCEE POLYVALENT LES MARCS D OR LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;82
0771336J;LYCEE POLYVALENT LES PANNEVELLES;71
0771336J;LYCEE POLYVALENT LES PANNEVELLES;73
0771336J;LYCEE POLYVALENT LES PANNEVELLES;83
0771336J;LYCEE POLYVALENT LES PANNEVELLES;81
0771336J;LYCEE POLYVALENT LES PANNEVELLES LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;71
0771336J;LYCEE POLYVALENT LES PANNEVELLES LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;73
0771336J;LYCEE POLYVALENT LES PANNEVELLES LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;83
0771336J;LYCEE POLYVALENT LES PANNEVELLES LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;81
0380035G;LYCEE POLYVALENT LESDIGUIERES LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;85
0380035G;LYCEE POLYVALENT LESDIGUIERES LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;99
0380035G;LYCEE POLYVALENT LESDIGUIERES LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;93
0380035G;LYCEE POLYVALENT LESDIGUIERES LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;92
0932267J;LYCEE POLYVALENT LIBERTE LYCEE DES METIERS DU LABORATOIRE ET DE LA SANTE;94
0932267J;LYCEE POLYVALENT LIBERTE LYCEE DES METIERS DU LABORATOIRE ET DE LA SANTE;86
0932267J;LYCEE POLYVALENT LIBERTE LYCEE DES METIERS DU LABORATOIRE ET DE LA SANTE;88
0932267J;LYCEE POLYVALENT LIBERTE LYCEE DES METIERS DU LABORATOIRE ET DE LA SANTE;93
0951974E;LYCEE POLYVALENT LOUIS ARMAND;86
0951974E;LYCEE POLYVALENT LOUIS ARMAND;84
0951974E;LYCEE POLYVALENT LOUIS ARMAND;89
0951974E;LYCEE POLYVALENT LOUIS ARMAND;83
0691644M;LYCEE POLYVALENT LOUIS ARMAND;92
0691644M;LYCEE POLYVALENT LOUIS ARMAND;80
0691644M;LYCEE POLYVALENT LOUIS ARMAND;89
0691644M;LYCEE POLYVALENT LOUIS ARMAND;79
0751708Z;LYCEE POLYVALENT LOUIS ARMAND;76
0751708Z;LYCEE POLYVALENT LOUIS ARMAND;84
0751708Z;LYCEE POLYVALENT LOUIS ARMAND;87
0751708Z;LYCEE POLYVALENT LOUIS ARMAND;91
0170051N;LYCEE POLYVALENT LOUIS AUDOUIN DUBREUIL;86
0170051N;LYCEE POLYVALENT LOUIS AUDOUIN DUBREUIL;100
0170051N;LYCEE POLYVALENT LOUIS AUDOUIN DUBREUIL;87
0170051N;LYCEE POLYVALENT LOUIS AUDOUIN DUBREUIL;93
0782549X;LYCEE POLYVALENT LOUIS BASCAN;75
0782549X;LYCEE POLYVALENT LOUIS BASCAN;82
0782549X;LYCEE POLYVALENT LOUIS BASCAN;83
573326,00 F;LYCEE POLYVALENT LOUIS CASIMIR TEYSSIER;100
573326,00 F;LYCEE POLYVALENT LOUIS CASIMIR TEYSSIER;97
573326,00 F;LYCEE POLYVALENT LOUIS CASIMIR TEYSSIER;85
573326,00 F;LYCEE POLYVALENT LOUIS CASIMIR TEYSSIER;82
0670085D;LYCEE POLYVALENT LOUIS COUFFIGNAL LYCEE DES METIERS;91
0670085D;LYCEE POLYVALENT LOUIS COUFFIGNAL LYCEE DES METIERS;80
0670085D;LYCEE POLYVALENT LOUIS COUFFIGNAL LYCEE DES METIERS;86
0670085D;LYCEE POLYVALENT LOUIS COUFFIGNAL LYCEE DES METIERS;78
0891199V;LYCEE POLYVALENT LOUIS DAVIER;78
0891199V;LYCEE POLYVALENT LOUIS DAVIER;74
0891199V;LYCEE POLYVALENT LOUIS DAVIER;67
0891199V;LYCEE POLYVALENT LOUIS DAVIER LYCEE DES METIERS;67
0891199V;LYCEE POLYVALENT LOUIS DAVIER LYCEE DES METIERS;74
0891199V;LYCEE POLYVALENT LOUIS DAVIER LYCEE DES METIERS;78
0573227Y;LYCEE POLYVALENT LOUIS DE CORMONTAIGNE;83
0573227Y;LYCEE POLYVALENT LOUIS DE CORMONTAIGNE;89
0573227Y;LYCEE POLYVALENT LOUIS DE CORMONTAIGNE;86
0340030Y;LYCEE POLYVALENT LOUIS FEUILLADE;83
0340030Y;LYCEE POLYVALENT LOUIS FEUILLADE;92
0340030Y;LYCEE POLYVALENT LOUIS FEUILLADE;80
0951763A;LYCEE POLYVALENT LOUIS JOUVET;81
0951763A;LYCEE POLYVALENT LOUIS JOUVET;88
0951763A;LYCEE POLYVALENT LOUIS JOUVET;80
0951763A;LYCEE POLYVALENT LOUIS JOUVET LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;81
0951763A;LYCEE POLYVALENT LOUIS JOUVET LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;88
0951763A;LYCEE POLYVALENT LOUIS JOUVET LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;80
0740006E;LYCEE POLYVALENT LOUIS LACHENAL LYCEE DES METIERS DU BATIMENT ET DE L INDUSTRIE;74
0740006E;LYCEE POLYVALENT LOUIS LACHENAL LYCEE DES METIERS DU BATIMENT ET DE L INDUSTRIE;90
0740006E;LYCEE POLYVALENT LOUIS LACHENAL LYCEE DES METIERS DU BATIMENT ET DE L INDUSTRIE;100
140052,00 F;LYCEE POLYVALENT LOUIS LIARD;93
140052,00 F;LYCEE POLYVALENT LOUIS LIARD;91
140052,00 F;LYCEE POLYVALENT LOUIS LIARD;79
140052,00 F;LYCEE POLYVALENT LOUIS LIARD LYCEE DES METIERS DE LA GESTION;79
140052,00 F;LYCEE POLYVALENT LOUIS LIARD LYCEE DES METIERS DE LA GESTION;93
140052,00 F;LYCEE POLYVALENT LOUIS LIARD LYCEE DES METIERS DE LA GESTION;91
0672615D;LYCEE POLYVALENT LOUIS MARCHAL;54
0672615D;LYCEE POLYVALENT LOUIS MARCHAL;71
0672615D;LYCEE POLYVALENT LOUIS MARCHAL;75
0672615D;LYCEE POLYVALENT LOUIS MARCHAL;73
0620095S;LYCEE POLYVALENT LOUIS PASTEUR;80
0620095S;LYCEE POLYVALENT LOUIS PASTEUR;86
0620095S;LYCEE POLYVALENT LOUIS PASTEUR;63
0620095S;LYCEE POLYVALENT LOUIS PASTEUR;70
0620095S;LYCEE POLYVALENT LOUIS PASTEUR LYCEE DES METIERS CAMPUS DES TRAVAUX PUBLICS;63
0620095S;LYCEE POLYVALENT LOUIS PASTEUR LYCEE DES METIERS CAMPUS DES TRAVAUX PUBLICS;70
0620095S;LYCEE POLYVALENT LOUIS PASTEUR LYCEE DES METIERS CAMPUS DES TRAVAUX PUBLICS;86
0620095S;LYCEE POLYVALENT LOUIS PASTEUR LYCEE DES METIERS CAMPUS DES TRAVAUX PUBLICS;80
0620095S;LYCEE POLYVALENT LOUIS PASTEUR LYCEE DES METIERS DES TRAVAUX PUBLICS;63
