UAI;Nom_lycee;taux_de_reussite
0600004D;LYCEE PROFESSIONNEL LES JACOBINS;91
0600004D;LYCEE PROFESSIONNEL LES JACOBINS;92
0060042N;LYCEE PROFESSIONNEL LES PALMIERS;77
0060042N;LYCEE PROFESSIONNEL LES PALMIERS;86
0060042N;LYCEE PROFESSIONNEL LES PALMIERS;91
0060042N;LYCEE PROFESSIONNEL LES PALMIERS;83
0440537V;LYCEE PROFESSIONNEL LES SAVARIERES;78
0440537V;LYCEE PROFESSIONNEL LES SAVARIERES;91
0440537V;LYCEE PROFESSIONNEL LES SAVARIERES;96
0440537V;LYCEE PROFESSIONNEL LES SAVARIERES;85
0860010U;LYCEE PROFESSIONNEL LES TERRES ROUGES;93
0860010U;LYCEE PROFESSIONNEL LES TERRES ROUGES;91
0860010U;LYCEE PROFESSIONNEL LES TERRES ROUGES;100
0860010U;LYCEE PROFESSIONNEL LES TERRES ROUGES;84
550004,00 F;LYCEE PROFESSIONNEL LIGIER RICHIER;79
550004,00 F;LYCEE PROFESSIONNEL LIGIER RICHIER;90
550004,00 F;LYCEE PROFESSIONNEL LIGIER RICHIER;76
550004,00 F;LYCEE PROFESSIONNEL LIGIER RICHIER;80
0772225A;LYCEE PROFESSIONNEL LINO VENTURA;88
0772225A;LYCEE PROFESSIONNEL LINO VENTURA;70
0772225A;LYCEE PROFESSIONNEL LINO VENTURA;81
0772225A;LYCEE PROFESSIONNEL LINO VENTURA;87
0772225A;LYCEE PROFESSIONNEL LINO VENTURA LYCEE DES METIERS DE LA SANTE ET DE L AIDE A LA PERSONNE;87
0772225A;LYCEE PROFESSIONNEL LINO VENTURA LYCEE DES METIERS DE LA SANTE ET DE L AIDE A LA PERSONNE;88
0772225A;LYCEE PROFESSIONNEL LINO VENTURA LYCEE DES METIERS DE LA SANTE ET DE L AIDE A LA PERSONNE;81
0772225A;LYCEE PROFESSIONNEL LINO VENTURA LYCEE DES METIERS DE LA SANTE ET DE L AIDE A LA PERSONNE;70
0440036A;LYCEE PROFESSIONNEL LOUIS ANTOINE DE BOUGAINVILLE LYCEE DES METIERS DE L HOTELLERIE RESTAURATION LYC;82
0440036A;LYCEE PROFESSIONNEL LOUIS ANTOINE DE BOUGAINVILLE LYCEE DES METIERS DE L HOTELLERIE RESTAURATION LYC;93
0440036A;LYCEE PROFESSIONNEL LOUIS ANTOINE DE BOUGAINVILLE LYCEE DES METIERS DE L HOTELLERIE RESTAURATION LYC;83
0440036A;LYCEE PROFESSIONNEL LOUIS ANTOINE DE BOUGAINVILLE LYCEE DES METIERS DE L HOTELLERIE RESTAURATION LYC;80
0592712C;LYCEE PROFESSIONNEL LOUIS ARMAND;67
0592712C;LYCEE PROFESSIONNEL LOUIS ARMAND;85
0592712C;LYCEE PROFESSIONNEL LOUIS ARMAND;79
0592712C;LYCEE PROFESSIONNEL LOUIS ARMAND;68
0561507J;LYCEE PROFESSIONNEL LOUIS ARMAND;84
0561507J;LYCEE PROFESSIONNEL LOUIS ARMAND;91
0561507J;LYCEE PROFESSIONNEL LOUIS ARMAND;88
0561507J;LYCEE PROFESSIONNEL LOUIS ARMAND;85
0440352U;LYCEE PROFESSIONNEL LOUIS ARMAND;91
0440352U;LYCEE PROFESSIONNEL LOUIS ARMAND;76
0440352U;LYCEE PROFESSIONNEL LOUIS ARMAND;94
0440352U;LYCEE PROFESSIONNEL LOUIS ARMAND;89
0910756C;LYCEE PROFESSIONNEL LOUIS ARMAND LYCEE DES METIERS ADMINISTRATIFS ET COMMERCIAUX;75
0910756C;LYCEE PROFESSIONNEL LOUIS ARMAND LYCEE DES METIERS ADMINISTRATIFS ET COMMERCIAUX;87
0910756C;LYCEE PROFESSIONNEL LOUIS ARMAND LYCEE DES METIERS ADMINISTRATIFS ET COMMERCIAUX;77
0910756C;LYCEE PROFESSIONNEL LOUIS ARMAND LYCEE DES METIERS ADMINISTRATIFS ET COMMERCIAUX;71
0440352U;LYCEE PROFESSIONNEL LOUIS ARMAND LYCEE DES METIERS DE LA RESTAURATION;91
0440352U;LYCEE PROFESSIONNEL LOUIS ARMAND LYCEE DES METIERS DE LA RESTAURATION;76
0440352U;LYCEE PROFESSIONNEL LOUIS ARMAND LYCEE DES METIERS DE LA RESTAURATION;94
0440352U;LYCEE PROFESSIONNEL LOUIS ARMAND LYCEE DES METIERS DE LA RESTAURATION;89
0592611T;LYCEE PROFESSIONNEL LOUIS BLERIOT;78
0592611T;LYCEE PROFESSIONNEL LOUIS BLERIOT;91
0592611T;LYCEE PROFESSIONNEL LOUIS BLERIOT;72
0592611T;LYCEE PROFESSIONNEL LOUIS BLERIOT;75
0920171L;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L ENERGIE;71
0920171L;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L ENERGIE;92
0920171L;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L ENERGIE;77
0920171L;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L ENERGIE;79
0130033R;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES;75
0130033R;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES;81
0130033R;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES;79
0780273Y;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DES SERVICES AUX ENTREPRISE AUX COLLECTIVITES ET;74
0780273Y;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DES SERVICES AUX ENTREPRISE AUX COLLECTIVITES ET;84
0780273Y;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DES SERVICES AUX ENTREPRISE AUX COLLECTIVITES ET;90
0780273Y;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DES SERVICES AUX ENTREPRISE AUX COLLECTIVITES ET;81
0780273Y;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DES SERVICES AUX ENTREPRISES AUX COLLECTIVITES E;81
0780273Y;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DES SERVICES AUX ENTREPRISES AUX COLLECTIVITES E;90
0780273Y;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DES SERVICES AUX ENTREPRISES AUX COLLECTIVITES E;74
0780273Y;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DES SERVICES AUX ENTREPRISES AUX COLLECTIVITES E;84
0592611T;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DU BATIMENT ET DES ENERGIES DURABLES;78
0592611T;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DU BATIMENT ET DES ENERGIES DURABLES;91
0592611T;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DU BATIMENT ET DES ENERGIES DURABLES;72
0592611T;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DU BATIMENT ET DES ENERGIES DURABLES;75
0921505L;LYCEE PROFESSIONNEL LOUIS DARDENNE;91
0921505L;LYCEE PROFESSIONNEL LOUIS DARDENNE;88
0921505L;LYCEE PROFESSIONNEL LOUIS DARDENNE;90
0921505L;LYCEE PROFESSIONNEL LOUIS DARDENNE;93
0400004M;LYCEE PROFESSIONNEL LOUIS DARMANTE LYCEE DES METIERS DE L HOTELLERIE ET DU COMMERCE;98
0400004M;LYCEE PROFESSIONNEL LOUIS DARMANTE LYCEE DES METIERS DE L HOTELLERIE ET DU COMMERCE;95
0400004M;LYCEE PROFESSIONNEL LOUIS DARMANTE LYCEE DES METIERS DE L HOTELLERIE ET DU COMMERCE;89
0640012R;LYCEE PROFESSIONNEL LOUIS DE FOIX;97
0640012R;LYCEE PROFESSIONNEL LOUIS DE FOIX;86
0640012R;LYCEE PROFESSIONNEL LOUIS DE FOIX;90
0640012R;LYCEE PROFESSIONNEL LOUIS DE FOIX;82
0160119T;LYCEE PROFESSIONNEL LOUIS DELAGE;75
0160119T;LYCEE PROFESSIONNEL LOUIS DELAGE;86
0160119T;LYCEE PROFESSIONNEL LOUIS DELAGE;91
0160119T;LYCEE PROFESSIONNEL LOUIS DELAGE;80
9710052E;LYCEE PROFESSIONNEL LOUIS DELGRES LYCEE DES METIERS DE L ENVIRONNEMENT ET DE L AMENAGEMENT DU BATIME;70
9710052E;LYCEE PROFESSIONNEL LOUIS DELGRES LYCEE DES METIERS DE L ENVIRONNEMENT ET DE L AMENAGEMENT DU BATIME;81
9710052E;LYCEE PROFESSIONNEL LOUIS DELGRES LYCEE DES METIERS DE L ENVIRONNEMENT ET DE L AMENAGEMENT DU BATIME;91
9710052E;LYCEE PROFESSIONNEL LOUIS DELGRES LYCEE DES METIERS DE L ENVIRONNEMENT ET DE L AMENAGEMENT DU BATIME;76
0230027E;LYCEE PROFESSIONNEL LOUIS GASTON ROUSSILLAT;94
0230027E;LYCEE PROFESSIONNEL LOUIS GASTON ROUSSILLAT;83
0230027E;LYCEE PROFESSIONNEL LOUIS GASTON ROUSSILLAT;90
0230027E;LYCEE PROFESSIONNEL LOUIS GASTON ROUSSILLAT;93
0881370L;LYCEE PROFESSIONNEL LOUIS GEISLER;82
0881370L;LYCEE PROFESSIONNEL LOUIS GEISLER;95
0881370L;LYCEE PROFESSIONNEL LOUIS GEISLER;74
0920163C;LYCEE PROFESSIONNEL LOUIS GIRARD;84
0920163C;LYCEE PROFESSIONNEL LOUIS GIRARD;85
0920163C;LYCEE PROFESSIONNEL LOUIS GIRARD;79
0350032V;LYCEE PROFESSIONNEL LOUIS GUILLOUX LYCEE DES METIERS DE L HOTELLERIE RESTAURATION LYCEE DES METIERS ;86
0350032V;LYCEE PROFESSIONNEL LOUIS GUILLOUX LYCEE DES METIERS DE L HOTELLERIE RESTAURATION LYCEE DES METIERS ;91
0350032V;LYCEE PROFESSIONNEL LOUIS GUILLOUX LYCEE DES METIERS DE L HOTELLERIE RESTAURATION LYCEE DES METIERS ;82
0440063E;LYCEE PROFESSIONNEL LOUIS JACQUES GOUSSIER;88
0440063E;LYCEE PROFESSIONNEL LOUIS JACQUES GOUSSIER;93
0440063E;LYCEE PROFESSIONNEL LOUIS JACQUES GOUSSIER;95
0440063E;LYCEE PROFESSIONNEL LOUIS JACQUES GOUSSIER;80
0440063E;LYCEE PROFESSIONNEL LOUIS JACQUES GOUSSIER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;80
0440063E;LYCEE PROFESSIONNEL LOUIS JACQUES GOUSSIER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;95
0440063E;LYCEE PROFESSIONNEL LOUIS JACQUES GOUSSIER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;93
0440063E;LYCEE PROFESSIONNEL LOUIS JACQUES GOUSSIER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;88
0590252D;LYCEE PROFESSIONNEL LOUIS LEOPOLD BOILLY;93
0590252D;LYCEE PROFESSIONNEL LOUIS LEOPOLD BOILLY;88
0590252D;LYCEE PROFESSIONNEL LOUIS LEOPOLD BOILLY;90
0590252D;LYCEE PROFESSIONNEL LOUIS LEOPOLD BOILLY;85
0590187H;LYCEE PROFESSIONNEL LOUIS LOUCHEUR;61
0590187H;LYCEE PROFESSIONNEL LOUIS LOUCHEUR;71
0590187H;LYCEE PROFESSIONNEL LOUIS LOUCHEUR;82
0590187H;LYCEE PROFESSIONNEL LOUIS LOUCHEUR;81
0771171E;LYCEE PROFESSIONNEL LOUIS LUMIERE;74
0771171E;LYCEE PROFESSIONNEL LOUIS LUMIERE;78
0771171E;LYCEE PROFESSIONNEL LOUIS LUMIERE;70
0771171E;LYCEE PROFESSIONNEL LOUIS LUMIERE;67
0771171E;LYCEE PROFESSIONNEL LOUIS LUMIERE LYCEE DES METIERS DE L ELECTRICITE LYCEE DES METIERS DU COMMERCE;67
0771171E;LYCEE PROFESSIONNEL LOUIS LUMIERE LYCEE DES METIERS DE L ELECTRICITE LYCEE DES METIERS DU COMMERCE;78
0771171E;LYCEE PROFESSIONNEL LOUIS LUMIERE LYCEE DES METIERS DE L ELECTRICITE LYCEE DES METIERS DU COMMERCE;70
0771171E;LYCEE PROFESSIONNEL LOUIS LUMIERE LYCEE DES METIERS DE L ELECTRICITE LYCEE DES METIERS DU COMMERCE;74
0040011R;LYCEE PROFESSIONNEL LOUIS MARTIN BRET LYCEE DES METIERS DE L HOTELLERIE RESTAURATION DES SECTEURS TE;87
0040011R;LYCEE PROFESSIONNEL LOUIS MARTIN BRET LYCEE DES METIERS DE L HOTELLERIE RESTAURATION DES SECTEURS TE;74
0040011R;LYCEE PROFESSIONNEL LOUIS MARTIN BRET LYCEE DES METIERS DE L HOTELLERIE RESTAURATION DES SECTEURS TE;79
0590037V;LYCEE PROFESSIONNEL LOUISE DE BETTIGNIES;79
0590037V;LYCEE PROFESSIONNEL LOUISE DE BETTIGNIES;91
0590037V;LYCEE PROFESSIONNEL LOUISE DE BETTIGNIES;85
0690046A;LYCEE PROFESSIONNEL LOUISE LABE LYCEE DES METIERS RESEAU TEXTILE MODE CUIR;90
0690046A;LYCEE PROFESSIONNEL LOUISE LABE LYCEE DES METIERS RESEAU TEXTILE MODE CUIR;87
0690046A;LYCEE PROFESSIONNEL LOUISE LABE LYCEE DES METIERS RESEAU TEXTILE MODE CUIR;81
0690046A;LYCEE PROFESSIONNEL LOUISE LABE LYCEE DES METIERS RESEAU TEXTILE MODE CUIR;80
0161003D;LYCEE PROFESSIONNEL LOUISE MICHEL;96
0161003D;LYCEE PROFESSIONNEL LOUISE MICHEL;87
0161003D;LYCEE PROFESSIONNEL LOUISE MICHEL;80
0161003D;LYCEE PROFESSIONNEL LOUISE MICHEL;67
0161003D;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE L ECO HABITAT ET DE L ADMINISTRATION DES ENTR;87
0161003D;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE L ECO HABITAT ET DE L ADMINISTRATION DES ENTR;80
0161003D;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE L ECO HABITAT ET DE L ADMINISTRATION DES ENTR;96
0161003D;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE L ECO HABITAT ET DE L ADMINISTRATION DES ENTR;67
931735,00 F;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE LA VENTE ET DU COMMERCE;69
931735,00 F;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE LA VENTE ET DU COMMERCE;85
931735,00 F;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE LA VENTE ET DU COMMERCE;87
931735,00 F;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE LA VENTE ET DU COMMERCE;91
0783214V;LYCEE PROFESSIONNEL LUCIEN RENE DUCHESNE LYCEE DES METIERS DE L AUTOMOBILE;81
0783214V;LYCEE PROFESSIONNEL LUCIEN RENE DUCHESNE LYCEE DES METIERS DE L AUTOMOBILE;80
0783214V;LYCEE PROFESSIONNEL LUCIEN RENE DUCHESNE LYCEE DES METIERS DE L AUTOMOBILE;82
0783214V;LYCEE PROFESSIONNEL LUCIEN RENE DUCHESNE LYCEE DES METIERS DE L AUTOMOBILE;88
0783214V;LYCEE PROFESSIONNEL LUCIEN RENE DUCHESNE LYCEE DES METIERS DE L AUTOMOBLIE;80
0783214V;LYCEE PROFESSIONNEL LUCIEN RENE DUCHESNE LYCEE DES METIERS DE L AUTOMOBLIE;82
0783214V;LYCEE PROFESSIONNEL LUCIEN RENE DUCHESNE LYCEE DES METIERS DE L AUTOMOBLIE;88
0783214V;LYCEE PROFESSIONNEL LUCIEN RENE DUCHESNE LYCEE DES METIERS DE L AUTOMOBLIE;81
0491646Y;LYCEE PROFESSIONNEL LUDOVIC MENARD;83
0491646Y;LYCEE PROFESSIONNEL LUDOVIC MENARD;97
0491646Y;LYCEE PROFESSIONNEL LUDOVIC MENARD;86
9720424D;LYCEE PROFESSIONNEL LUMINA SOPHIE;78
9720424D;LYCEE PROFESSIONNEL LUMINA SOPHIE;74
9720424D;LYCEE PROFESSIONNEL LUMINA SOPHIE;76
9720424D;LYCEE PROFESSIONNEL LUMINA SOPHIE;87
0700038L;LYCEE PROFESSIONNEL LUXEMBOURG;82
0700038L;LYCEE PROFESSIONNEL LUXEMBOURG;79
0700038L;LYCEE PROFESSIONNEL LUXEMBOURG;93
0040007L;LYCEE PROFESSIONNEL LYCEE DES METIERS BEAU DE ROCHAS;76
0040007L;LYCEE PROFESSIONNEL LYCEE DES METIERS BEAU DE ROCHAS;72
0040007L;LYCEE PROFESSIONNEL LYCEE DES METIERS BEAU DE ROCHAS;87
0040007L;LYCEE PROFESSIONNEL LYCEE DES METIERS BEAU DE ROCHAS;84
0130171R;LYCEE PROFESSIONNEL LYCEE DES METIERS CHARLES PRIVAT;83
0130171R;LYCEE PROFESSIONNEL LYCEE DES METIERS CHARLES PRIVAT;74
0130171R;LYCEE PROFESSIONNEL LYCEE DES METIERS CHARLES PRIVAT;84
0130171R;LYCEE PROFESSIONNEL LYCEE DES METIERS CHARLES PRIVAT;62
0310088C;LYCEE PROFESSIONNEL LYCEE DES METIERS D ART DU BOIS ET DE L AMEUBLEMENT;97
0310088C;LYCEE PROFESSIONNEL LYCEE DES METIERS D ART DU BOIS ET DE L AMEUBLEMENT;95
0310088C;LYCEE PROFESSIONNEL LYCEE DES METIERS D ART DU BOIS ET DE L AMEUBLEMENT;84
0310088C;LYCEE PROFESSIONNEL LYCEE DES METIERS D ART DU BOIS ET DE L AMEUBLEMENT;91
0261100E;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L ART DE LA BIJOUTERIE ET DE LA JOAILLERIE;85
0261100E;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L ART DE LA BIJOUTERIE ET DE LA JOAILLERIE;93
0261100E;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L ART DE LA BIJOUTERIE ET DE LA JOAILLERIE;92
0261100E;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L ART DE LA BIJOUTERIE ET DE LA JOAILLERIE;84
0261100E;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L ART DE LA BIJOUTERIE ET DE LA JOAILLERIE AMBLARD;84
0261100E;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L ART DE LA BIJOUTERIE ET DE LA JOAILLERIE AMBLARD;92
0261100E;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L ART DE LA BIJOUTERIE ET DE LA JOAILLERIE AMBLARD;93
0261100E;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L ART DE LA BIJOUTERIE ET DE LA JOAILLERIE AMBLARD;85
0100945Y;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L AUTOMOBILE ET DE LA RELATION CLIENT;57
0100945Y;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L AUTOMOBILE ET DE LA RELATION CLIENT;71
0100945Y;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L AUTOMOBILE ET DE LA RELATION CLIENT;87
640026,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L HABITAT ET DE L INDUSTRIE;71
640026,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L HABITAT ET DE L INDUSTRIE;95
640026,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L HABITAT ET DE L INDUSTRIE;86
640026,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L HABITAT ET DE L INDUSTRIE;90
820001,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DU BATIMENT ET DE LA TOPOGRAPHIE;91
820001,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DU BATIMENT ET DE LA TOPOGRAPHIE;82
820001,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DU BATIMENT ET DE LA TOPOGRAPHIE;88
820001,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DU BATIMENT ET DE LA TOPOGRAPHIE;77
820001,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DU BATIMENT ET DE LA TOPOGRAPHIE NORMAN FOSTER;77
820001,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DU BATIMENT ET DE LA TOPOGRAPHIE NORMAN FOSTER;91
820001,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DU BATIMENT ET DE LA TOPOGRAPHIE NORMAN FOSTER;88
820001,00 F;LYCEE PROFESSIONNEL LYCEE DES METIERS DU BATIMENT ET DE LA TOPOGRAPHIE NORMAN FOSTER;82
9740015Y;LYCEE PROFESSIONNEL LYCEE DES METIERS DU COMMERCE ET DE LA DISTRIBUTION;86
9740015Y;LYCEE PROFESSIONNEL LYCEE DES METIERS DU COMMERCE ET DE LA DISTRIBUTION;93
9740015Y;LYCEE PROFESSIONNEL LYCEE DES METIERS DU COMMERCE ET DE LA DISTRIBUTION;84
9740015Y;LYCEE PROFESSIONNEL LYCEE DES METIERS DU COMMERCE ET DE LA DISTRIBUTION;85
0130056R;LYCEE PROFESSIONNEL LYCEE DES METIERS LA FLORIDE;86
0130056R;LYCEE PROFESSIONNEL LYCEE DES METIERS LA FLORIDE;76
0130056R;LYCEE PROFESSIONNEL LYCEE DES METIERS LA FLORIDE;88
0130056R;LYCEE PROFESSIONNEL LYCEE DES METIERS LA FLORIDE;59
0132276D;LYCEE PROFESSIONNEL LYCEE DES METIERS LATECOERE;79
0132276D;LYCEE PROFESSIONNEL LYCEE DES METIERS LATECOERE;82
0132276D;LYCEE PROFESSIONNEL LYCEE DES METIERS LATECOERE;91
0132276D;LYCEE PROFESSIONNEL LYCEE DES METIERS LATECOERE;80
0330082K;LYCEE PROFESSIONNEL LYCEE DES METIERS SUD GIRONDE;79
0330082K;LYCEE PROFESSIONNEL LYCEE DES METIERS SUD GIRONDE;94
0330082K;LYCEE PROFESSIONNEL LYCEE DES METIERS SUD GIRONDE;69
0930129K;LYCEE PROFESSIONNEL MADELEINE VIONNET;85
0930129K;LYCEE PROFESSIONNEL MADELEINE VIONNET;82
0930129K;LYCEE PROFESSIONNEL MADELEINE VIONNET;83
0930129K;LYCEE PROFESSIONNEL MADELEINE VIONNET;78
0690047B;LYCEE PROFESSIONNEL MAGENTA;81
0690047B;LYCEE PROFESSIONNEL MAGENTA;89
0690047B;LYCEE PROFESSIONNEL MAGENTA;83
0690047B;LYCEE PROFESSIONNEL MAGENTA LYCEE DES METIERS DES SERVICES ADMINISTRATIFS;83
0690047B;LYCEE PROFESSIONNEL MAGENTA LYCEE DES METIERS DES SERVICES ADMINISTRATIFS;81
0690047B;LYCEE PROFESSIONNEL MAGENTA LYCEE DES METIERS DES SERVICES ADMINISTRATIFS;89
0060043P;LYCEE PROFESSIONNEL MAGNAN LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;84
0060043P;LYCEE PROFESSIONNEL MAGNAN LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;83
0060043P;LYCEE PROFESSIONNEL MAGNAN LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;94
0060043P;LYCEE PROFESSIONNEL MAGNAN LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;87
0450066C;LYCEE PROFESSIONNEL MAL LECLERC LYCEE DES METIERS DE LA MAINTENANCE AUTOMOBILE DES EQUIPEMENTS INDUS;70
0450066C;LYCEE PROFESSIONNEL MAL LECLERC LYCEE DES METIERS DE LA MAINTENANCE AUTOMOBILE DES EQUIPEMENTS INDUS;68
0450066C;LYCEE PROFESSIONNEL MAL LECLERC LYCEE DES METIERS DE LA MAINTENANCE AUTOMOBILE DES EQUIPEMENTS INDUS;81
0450066C;LYCEE PROFESSIONNEL MAL LECLERC LYCEE DES METIERS DE LA MAINTENANCE AUTOMOBILE DES EQUIPEMENTS INDUS;76
0860022G;LYCEE PROFESSIONNEL MARC GODRIE LYCEE DES METIERS DES ARTS DU GOUT ET DES SERVICES A LA PERSONNE;77
0860022G;LYCEE PROFESSIONNEL MARC GODRIE LYCEE DES METIERS DES ARTS DU GOUT ET DES SERVICES A LA PERSONNE;90
0860022G;LYCEE PROFESSIONNEL MARC GODRIE LYCEE DES METIERS DES ARTS DU GOUT ET DES SERVICES A LA PERSONNE;86
0860022G;LYCEE PROFESSIONNEL MARC GODRIE LYCEE DES METIERS DES ARTS DU GOUT ET DES SERVICES A LA PERSONNE;88
0692418D;LYCEE PROFESSIONNEL MARC SEGUIN;76
0692418D;LYCEE PROFESSIONNEL MARC SEGUIN;65
0692418D;LYCEE PROFESSIONNEL MARC SEGUIN;69
0692418D;LYCEE PROFESSIONNEL MARC SEGUIN;64
0190027B;LYCEE PROFESSIONNEL MARCEL BARBANCEYS LYCEE DES METIERS DE LA MAINTENANCE DES MATERIELS;100
0190027B;LYCEE PROFESSIONNEL MARCEL BARBANCEYS LYCEE DES METIERS DE LA MAINTENANCE DES MATERIELS;88
0190027B;LYCEE PROFESSIONNEL MARCEL BARBANCEYS LYCEE DES METIERS DE LA MAINTENANCE DES MATERIELS;93
0190027B;LYCEE PROFESSIONNEL MARCEL BARBANCEYS LYCEE DES METIERS DE LA MAINTENANCE DES MATERIELS;77
0190027B;LYCEE PROFESSIONNEL MARCEL BARBANCEYS LYCEE DES METIERS MAINTENANCE ET APRES VENTE MATERIELS AGRICOL;77
0190027B;LYCEE PROFESSIONNEL MARCEL BARBANCEYS LYCEE DES METIERS MAINTENANCE ET APRES VENTE MATERIELS AGRICOL;93
0190027B;LYCEE PROFESSIONNEL MARCEL BARBANCEYS LYCEE DES METIERS MAINTENANCE ET APRES VENTE MATERIELS AGRICOL;100
0190027B;LYCEE PROFESSIONNEL MARCEL BARBANCEYS LYCEE DES METIERS MAINTENANCE ET APRES VENTE MATERIELS AGRICOL;88
0331668J;LYCEE PROFESSIONNEL MARCEL DASSAULT;80
0331668J;LYCEE PROFESSIONNEL MARCEL DASSAULT;88
0331668J;LYCEE PROFESSIONNEL MARCEL DASSAULT;84
0331668J;LYCEE PROFESSIONNEL MARCEL DASSAULT;74
0750788Z;LYCEE PROFESSIONNEL MARCEL DEPREZ;74
0750788Z;LYCEE PROFESSIONNEL MARCEL DEPREZ;96
0750788Z;LYCEE PROFESSIONNEL MARCEL DEPREZ;90
0750788Z;LYCEE PROFESSIONNEL MARCEL DEPREZ;87
0750788Z;LYCEE PROFESSIONNEL MARCEL DEPREZ LYCEE DES METIERS DE L ELECTROTECHNIQUE;90
0750788Z;LYCEE PROFESSIONNEL MARCEL DEPREZ LYCEE DES METIERS DE L ELECTROTECHNIQUE;74
0750788Z;LYCEE PROFESSIONNEL MARCEL DEPREZ LYCEE DES METIERS DE L ELECTROTECHNIQUE;96
0750788Z;LYCEE PROFESSIONNEL MARCEL DEPREZ LYCEE DES METIERS DE L ELECTROTECHNIQUE;87
0610004Y;LYCEE PROFESSIONNEL MARCEL MEZEN LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;84
0610004Y;LYCEE PROFESSIONNEL MARCEL MEZEN LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;93
0610004Y;LYCEE PROFESSIONNEL MARCEL MEZEN LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;81
0610004Y;LYCEE PROFESSIONNEL MARCEL MEZEN LYCEES DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;81
