0340992U;LYCEE PROFESSIONNEL PRIVE LE SACRE COEUR;;;;;
0341921D;LYCEE POLYVALENT GEORGES POMPIDOU;;;;;
0342066L;LYCEE POLYVALENT JEAN JAURES LYCEE DES METIERS DE LA SANTE DU SANITAIRE ET DU SOCIAL;;;;;
0350011X;LYCEE GENERAL ET TECHNOLOGIQUE JEAN GUEHENNO;;;;;
0350053T;LYCEE GENERAL ET TECHNOLOGIQUE BERTRAND D ARGENTRE;;;;;
0350102W;LYCEE PROFESSIONNEL BEAUMONT LYCEE DES METIERS DES SERVICES LYCEE DES METIERS DE L INDUSTRIE ET DE L HABITAT;;;;;
0350774B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT SAUVEUR;;;;;
0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;;;;;
0350791V;LYCEE POLYVALENT PRIVE MARCEL CALLO LYCEE DES METIERS DE L INDUSTRIE DE L AUTOMOBILE ET DE L AERONAUTIQUE;;;;;
0350795Z;LYCEE POLYVALENT PRIVE DE LA SALLE LYCEE DES METIERS DE LA GESTION ET DU COMMERCE;;;;;
0350807M;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DE LA RESTAURATION ET DU SERVICE;;;;;
0351907H;LYCEE GENERAL ET TECHNOLOGIQUE RENE DESCARTES;;;;;
0352318E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BRITO;;;;;
0352533N;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS RENE DE CHATEAUBRIAND;;;;;
0360002G;LYCEE GENERAL ROLLINAT;;;;;
0370038R;LYCEE GENERAL ET TECHNOLOGIQUE GRANDMONT LYCEE DES METIERS DE L INGENIERIE VERS L INDUSTRIE LE COMMERCE ET LA CREATION;;;;;
0380010E;LYCEE PROFESSIONNEL GAMBETTA;;;;;
0380023U;LYCEE PROFESSIONNEL JACQUES PREVERT;;;;;
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;;;;;
0380033E;LYCEE POLYVALENT VAUCANSON;;;;;
0380037J;LYCEE PROFESSIONNEL JEAN JAURES;;;;;
0380092U;LYCEE POLYVALENT FERDINAND BUISSON;;;;;
0381630R;UNITE SOINS ETUDES DE L ACADEMIE DE GRENOBLE ANNEXE DU LYCEE CHAMPOLLION;;;;;
0381683Y;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DES VICTOIRES;;;;;
0381899H;LYCEE PROFESSIONNEL PRIVE ITEC BOISFLEURY LYCEE DES METIERS DU MEDICO SOCIAL;;;;;
0382031B;LYCEE PROFESSIONNEL THOMAS EDISON;;;;;
0382203N;LYCEE POLYVALENT PABLO NERUDA LYCEE DES METIERS DE L ELECTRICITE;;;;;
0382271M;LYCEE PROFESSIONNEL J CL AUBRY LYCEE DES METIERS DES ARTS ET DES TECHNIQUES DE L INDUSTRIE;;;;;
0382838D;LYCEE GENERAL ET TECHNOLOGIQUE LA PLEIADE;;;;;
0382920T;LYCEE GENERAL ET TECHNOLOGIQUE MARIE CURIE;;;;;
0383072H;LYCEE POLYVALENT PRIVE SAINT MARC;;;;;
0383242T;LYCEE GENERAL INTERNATIONAL EUROPOLE;;;;;
0390015E;LP JACQUES PREVERT LYCEE DES METIERS DE LA MODE ET DE L ESTHETIQUE;;;;;
0390019J;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MICHEL;;;;;
0390027T;LPO VICTOR BERARD LYCEE DES METIERS DE L OPTIQUE ET DES MICROTECHNIQUES;;;;;
0390042J;LYCEE VICTOR CONSIDERANT;;;;;
0391092A;LPO PAUL EMILE VICTOR LYCEE DES METIERS SANITAIRE ET SOCIAL;;;;;
0400017B;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR DURUY;;;;;
0400018C;LYCEE GENERAL ET TECHNOLOGIQUE CHARLES DESPIAU;;;;;
0400019D;LYCEE PROFESSIONNEL FREDERIC ESTEVE LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;;;;;
0400047J;LYCEE PROFESSIONNEL JEAN D ARCET;;;;;
0400057V;LYCEE DES METIERS DES GRANDS LACS CITE SCOLAIRE ST EXUPERY;;;;;
0400080V;LYCEE D ENSEIGNEMENT PROFESSIONNEL JEAN CASSAIGNE;;;;;
0400933X;LYCEE GENERAL SUD DES LANDES;;;;;
0401002X;LYCEE POLYVALENT HAROUN TAZIEFF LYCEE DES METIERS DU BOIS;;;;;
0410954P;LYCEE POLYVALENT PRIVE SAINT JOSEPH;;;;;
0411071S;LYCEE GENERAL PRIVE;;;;;
420008,00 F;LYCEE POLYVALENT JEREMIE DE LA RUE;;;;;
0420074C;LYCEE PROFESSIONNEL ALBERT CAMUS;;;;;
0420078G;LYCEE PROFESSIONNEL CLAUDE LEBOIS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;;;;;
0420985T;LYCEE PROFESSIONNEL PRIVE SAINTE CLAIRE LYCEE DES METIERS DE LA MAINTENANCE ET DES ENERGIES;;;;;
0420992A;LYCEE PROFESSIONNEL SAINT JOSEPH;;;;;
0421002L;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE D ALLARD;;;;;
0421035X;LYCEE GENERAL PRIVE SAINT PAUL;;;;;
0421489R;LYCEE PROFESSIONNEL ETIENNE LEGRAND LYCEE DES METIERS DU BOIS DU METAL ET DES SERVICES A LA PERSONNE;;;;;
0422158T;LYCEE POLYVALENT PRIVE LA SALESIENNE LYCEE DES METIERS DES TECHNOLOGIES DE LA SANTE DES SOINS ET SERVICES AUX PERSONNES ET AUX COLLECTIVITES;;;;;
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;;;;;
0430055B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CHARTREUSE PARADIS;;;;;
0430103D;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU CHATEAU;;;;;
0430968U;LYCEE PRIVE EUROPEEN SAINT JACQUES DE COMPOSTELLE;;;;;
0440012Z;LYCEE GENERAL ET TECHNOLOGIQUE GRAND AIR;;;;;
0440022K;LYCEE GENERAL JULES VERNE;;;;;
0440056X;LYCEE PROFESSIONNEL ALBERT CHASSAGNE;;;;;
0440119R;LYCEE POLYVALENT PRIVE HOTELIER SAINTE ANNE LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;;;;;
0440151A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;;;;;
0440161L;LYCEE GENERAL PRIVE SAINT JOSEPH DU LOQUIDY;;;;;
0440172Y;LYCEE GENERAL PRIVE LA PERVERIE SACRE COEUR;;;;;
0440175B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE GABRIEL DESHAYES;;;;;
0440176C;LYCEE GENERAL PRIVE SAINT DOMINIQUE;;;;;
0440177D;LYCEE GENERAL PRIVE SAINT LOUIS;;;;;
0440201E;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;;;;;
0440261V;LYCEE PROFESSIONNEL PRIVE SAINT THOMAS D AQUIN;;;;;
0440310Y;LYCEE PROFESSIONNEL JEAN JACQUES AUDUBON;;;;;
0440541Z;LYCEE PROFESSIONNEL DES TROIS RIVIERES;;;;;
0441653H;LYCEE POLYVALENT PRIVE SAINT JOSEPH LA JOLIVERIE;;;;;
0441656L;LYCEE PROFESSIONNEL PABLO NERUDA;;;;;
0441992B;LYCEE GENERAL ET TECHNOLOGIQUE PAYS DE RETZ;;;;;
0442112G;LYCEE GENERAL GALILEE;;;;;
0442309W;LYCEE GENERAL ET TECHNOLOGIQUE ALCIDE D ORBIGNY;;;;;
0450043C;LYCEE PROFESSIONNEL JEANNETTE VERDIER;;;;;
0450106W;LYCEE POLYVALENT PRIVE SAINT FRANCOIS DE SALES;;;;;
0450110A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT CHARLES;;;;;
0450758E;LYCEE POLYVALENT PRIVE ST PAUL BOURDON BLANC LYCEE DES METIERS DU MANAGEMENT ET DE LA COMMUNICATION;;;;;
450782,00 F;LYCEE GENERAL ET TECHNOLOGIQUE VOLTAIRE;;;;;
0460026D;LYCEE GENERAL JEAN LURCAT;;;;;
460028,00 F;LYCEE POLYVALENT LOUIS VICAT LYCEE DES METIERS CONSTRUCTION ET ENERGETIQUE BATIMENT;;;;;
0460032K;LYCEE PROFESSIONNEL CHAMPOLLION LYCEE DES METIERS DE L INDUSTRIE : PRODUCTIQUE MECANIQUE ELECTRONIQUE ELECTROTECHNIQUE ET BUREAUTIQUE SERVICES;;;;;
0460493L;LYCEE POLYVALENT GASTON MONNERVILLE LYCEE DES METIERS DE L INDUSTRIE : MAINTENANCE PRODUCTION ELECTRICITE ET AUTOMOBILE;;;;;
0470029B;LYCEE PROFESSIONNEL JACQUES DE ROMAS LYCEE DES METIERS DE L HOTELLERIE RESTAURATION ET DES SERVICES A LA PERSONNE;;;;;
0470063N;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME LA COMPASSION;;;;;
0480007X;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;;;;;
0480019K;LYCEE PROFESSIONNEL EMILE PEYTAVIN LYCEE DES METIERS;;;;;
0480022N;LYCEE POLYVALENT PRIVE SAINT PIERRE SAINT PAUL;;;;;
0480025S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;;;;;
0480688M;LYCEE POLYVALENT THEOPHILE ROUSSEL LYCEE DES METIERS DU TRAITEMENT DES MATERIEUX ET DE METIERS DE SERVICE;;;;;
0490002L;LYCEE GENERAL ET TECHNOLOGIQUE JOACHIM DU BELLAY;;;;;
0490828J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DE BONNES NOUVELLES;;;;;
0490834R;LYCEE GENERAL PRIVE NOTRE DAME D ORVEAU;;;;;
0490904S;LYCEE POLYVALENT PRIVE DES METIERS JEANNE DELANOUE;;;;;
0491966W;LYCEE GENERAL ET TECHNOLOGIQUE HENRI BERGSON;;;;;
0492123S;LYCEE POLYVALENT JEAN MOULIN;;;;;
500002,00 F;LYCEE POLYVALENT EMILE LITTRE;;;;;
0500065Z;LYCEE GENERAL LE VERRIER;;;;;
0501788X;LYCEE PROFESSIONNEL PRIVE LA BUCAILLE;;;;;
0510032H;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;;;;;
0510034K;LYCEE GENERAL ET TECHNOLOGIQUE FRANKLIN ROOSEVELT;;;;;
0510036M;LYCEE PROFESSIONNEL GUSTAVE EIFFEL LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE LA RESTAURATION ET DE L ALIMENTATION;;;;;
510053,00 F;LYCEE POLYVALENT LA FONTAINE DU VE;;;;;
0511884W;LYCEE POLYVALENT GEORGES BRIERE LYCEE DES METIERS TECHNIQUES DE L INDUSTRIE ET DE LA DEFENSE LYCEE DES METIERS DU GRAPHISME;;;;;
520679,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ESTIC;;;;;
0520685M;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE OUDINOT;;;;;
0530012A;LYCEE GENERAL ET TECHNOLOGIQUE REAUMUR LYCEE DES METIERS DE LA SANTE DU SOCIAL ET DE L AIDE A LA PERSONNE;;;;;
530040,00 F;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;;;;;
0530049R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE D AVESNIERES;;;;;
0540040A;LYCEE GENERAL ET TECHNOLOGIQUE FREDERIC CHOPIN;;;;;
0540042C;LYCEE GENERAL ET TECHNOLOGIQUE HENRI LORITZ;;;;;
0540060X;LYCEE PROFESSIONNEL LA TOURNELLE;;;;;
0540061Y;LYCEE MARIE MARVINGT LYCEE DES METIERS DES SERVICES ET DU COMMERCE;;;;;
0540082W;LYCEE PROFESSIONNEL PAUL LOUIS CYFFLE;;;;;
0541270M;LYCEE POLYVALENT JEAN HANZELET LYCEE DES METIERS DES SCIENCES ET TECHNIQUES DE L ELECTRICITE ET DE LA MAINTENANCE;;;;;
0541286E;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS BERTRAND;;;;;
0541318P;LYCEE GENERAL PRIVE NOTRE DAME SAINT SIGISBERT;;;;;
0541357G;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;;;;;
0541364P;LYCEE PROFESSIONNEL PRIVE MARIE IMMACULEE;;;;;
0541370W;LYCEE PROFESSIONNEL PRIVE CLAUDE DAUNOT;;;;;
0541377D;LYCEE PROFESSIONNEL PRIVE JEAN BAPTISTE VATELOT;;;;;
0542293Z;LYCEE POLYVALENT JACQUES MARIE BOUTET DE MONVEL LYCEE DES METIERS D ART ET DE LA MAITRISE DE L ENERGIE ELECTRIQUE;;;;;
0550026E;LYCEE PROFESSIONNEL ALAIN FOURNIER;;;;;
0560008E;LYCEE PROFESSIONNEL EMILE JAMES LYCEE DES METIERS DE LA MAINTENANCE NAUTIQUE LYCEE DES METIERS DE LA CARROSSERIE;;;;;
0560053D;LYCEE PROFESSIONNEL JEAN GUEHENNO;;;;;
0560098C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DU VOEU;;;;;
0560105K;LYCEE POLYVALENT PRIVE LA MENNAIS LYCEE DES METIERS DE L ELECTRICITE ET DES SERVICES A L ENTREPRISE;;;;;
0560114V;LYCEE GENERAL PRIVE SAINT FRANCOIS XAVIER;;;;;
0560117Y;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT PAUL;;;;;
0560181T;LYCEE POLYVALENT PRIVE SAINT JOSEPH LA SALLE LYCEE DES METIERS DE L ENERGIE;;;;;
0560200N;LYCEE POLYVALENT PRIVE NOTRE DAME LE MENIMUR LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;;;;;
0561607T;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR HUGO;;;;;
0570023R;LYCEE GENERAL ET TECHNOLOGIQUE ANTOINE DE SAINT EXUPERY;;;;;
0570029X;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;;;;;
0570054Z;LYCEE GENERAL ET TECHNOLOGIQUE FABERT;;;;;
0570077Z;LYCEE PROFESSIONNEL MARYSE BASTIE;;;;;
0570087K;LYCEE CHARLES JULLY LYCEE DES METIERS ET DES TECHNOLOGIES INNOVANTES;;;;;
0570094T;LYCEE POLYVALENT MANGIN;;;;;
0570100Z;LYCEE PROFESSIONNEL SIMON LAZARD;;;;;
0570107G;LYCEE GENERAL HELENE BOUCHER;;;;;
0570108H;LYCEE DES METIERS DES SCIENCES ET DESTECHNIQUES;;;;;
0570283Y;LYCEE PROFESSIONNEL PRIVE ANNE DE MEJANES;;;;;
570313,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DE LA PROVIDENCE;;;;;
0570324T;LYCEE PROFESSIONNEL VALENTIN METZINGER LYCEE DES METIERS DU TERTIAIRE;;;;;
0572340J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH LA PROVIDENCE;;;;;
572590,00 F;LYCEE GUSTAVE EIFFEL LYCEE DES METIERS DES TECHNICIENS DE LA MOTORISATION DE LA CONSTRUCTION ET DE L ENVIRONNEMENT;;;;;
0572953A;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH LA PROVIDENCE;;;;;
0573172N;LYCEE TECHNOLOGIQUE PRIVE SAINTE CHRETIENNE;;;;;
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;;;;;
0573231C;LYCEE CONDORCET LYCEE DES METIERS DES SCIENCES ET DES TECHNOLOGIES DE L INFORMATION ET DE LA COMMUNICATION;;;;;
573326,00 F;LYCEE POLYVALENT;;;;;
0580014A;LYCEE POLYVALENT PIERRE GILLES DE GENNES;;;;;
0580031U;LYCEE GENERAL ET TECHNOLOGIQUE JULES RENARD;;;;;
0580076T;LYCEE TECHNOLOGIQUE ET PROFESSIONNEL PRIVE SIMONE DOUNON;;;;;
0590011S;LYCEE POLYVALENT GUSTAVE EIFFEL;;;;;
0590063Y;LYCEE GENERAL ALBERT CHATELET;;;;;
0590117G;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS PASTEUR;;;;;
0590133Z;LYCEE PROFESSIONNEL MAURICE DUHAMEL;;;;;
0590143K;LYCEE GENERAL YVES KERNANEC;;;;;
0590181B;LYCEE GENERAL MAXENCE VAN DER MEERSCH;;;;;
0592712C;LYCEE PROFESSIONNEL LOUIS ARMAND;;;;;
0592833J;LYCEE PROFESSIONNEL LES HAUTS DE FLANDRE;;;;;
0592940A;LYCEE GENERAL PRIVE SAINT JEAN;;;;;
0592944E;LYCEE GENERAL PRIVE SAINT ADRIEN LA SALLE;;;;;
0592966D;LYCEE POLYVALENT PRIVE EIC JEHANNE D ARC LYCEE DES METIERS DU COMMERCE ET DE LA VENTE;;;;;
0593034C;LYCEE POLYVALENT PRIVE THEOPHILE LEGRAND;;;;;
0593040J;LYCEE POLYVALENT PRIVE NOTRE DAME DE LA PROVIDENCE;;;;;
0593061G;LYCEE POLYVALENT SAINT LUC LYCEE DES METIERS DE L OPTIQUE DE LA SANTE ET DU SOCIAL;;;;;
0593077Z;LYCEE POLYVALENT PRIVE SAINT JOSEPH;;;;;
0593495D;LYCEE PROFESSIONNEL PAUL LANGEVIN LYCEE DES METIERS DE L AUTOMOBILE LYCEE DES METIERS DE L ELECTRONIQUE ET DE L ELECTROTECHNIQUE;;;;;
594302,00 F;LYCEE PROFESSIONNEL FRANCOIS MANSART LYCEE DES METIERS DU BATIMENT;;;;;
0595885B;LYCEE GENERAL ET TECHNOLOGIQUE ARTHUR RIMBAUD;;;;;
0596122J;LYCEE GENERAL PRIVE JEANNINE MANUEL;;;;;
0596281G;LYCEE GENERAL PRIVE DE GENECH;;;;;
0596681S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE AVERROES;;;;;
0596892W;LYCEE D EXCELLENCE EDGAR MORIN;;;;;
0600001A;LYCEE GENERAL ET TECHNOLOGIQUE FELIX FAURE;;;;;
0600013N;LYCEE GENERAL ET TECHNOLOGIQUE CASSINI;;;;;
0600040T;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE JEAN CALVIN LYCEE DES METIERS;;;;;
0600041U;LYCEE PROFESSIONNEL CHARLES DE BOVELLES LYCEE DES METIERS;;;;;
0600048B;LYCEE PROFESSIONNEL DONATION DE ROTHSCHILD;;;;;
0600049C;LYCEE PROFESSIONNEL AMYOT D INVILLE LYCEE DES METIERS DU BTP DE LA VENTE ET DE LA COMMUNICATION GRAPHIQUE;;;;;
0600063T;LYCEE PROFESSIONNEL JULES UHRY;;;;;
0601699W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT ESPRIT;;;;;
0601701Y;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEAN PAUL II;;;;;
601823,00 F;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS TRUFFAUT LYCEE DES METIERS DU TERTIAIRE DE LA SANTE ET DU SOCIAL;;;;;
0601946P;LYCEE PROFESSIONNEL PRIVE JEAN PAUL II LYCEE DES METIERS DES SERVICES A LA PERSONNE;;;;;
0610004Y;LYCEE PROFESSIONNEL MARCEL MEZEN LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;;;;;
0610014J;LYCEE POLYVALENT AUGUSTE CHEVALIER;;;;;
0610018N;LYCEE POLYVALENT DES ANDAINES LYCEE DES METIERS DU BOIS ET DE LA TRANSITION ECOLOGIQUE;;;;;
0610692W;LYCEE POLYVALENT PRIVE ST FRANCOIS DE SALES;;;;;
0620006V;LYCEE GENERAL ET TECHNOLOGIQUE ROBESPIERRE;;;;;
0620030W;LYCEE PROFESSIONNEL PHILIPPE AUGUSTE;;;;;
0620040G;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS BLARINGHEM;;;;;
0620042J;LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MALRAUX;;;;;
0620109G;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTE BEHAL LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE LYCEE DES METIERS DE CONSTRUCTION BOIS ET MATERIAUX;;;;;
0620189U;LYCEE PROFESSIONNEL PIERRE DE COUBERTIN LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;;;;;
0620190V;LYCEE PROFESSIONNEL HENRI DARRAS LYCEE DES METIERS DE LA CHAUDRONNERIE INDUSTRIELLE;;;;;
0622150A;LYCEE POLYVALENT PRIVE JEAN BOSCO;;;;;
0622196A;LYCEE POLYVALENT PRIVE BAUDIMONT SAINT CHARLES LYCEE DES METIERS DU TERTIAIRE COMMERCIAL ET DU MANAGEMENT;;;;;
0622807P;LYCEE POLYVALENT HOTELIER LYCEE DES METIERS DE L HOTELLERIE RESTAURATION;;;;;
623328,00 F;LYCEE PROFESSIONNEL HENRI SENEZ LYCEE DES METIERS DE LA CHAUDRONNERIE INDUSTRIELLE;;;;;
0623915U;LYCEE GENERAL ET TECHNOLOGIQUE VOLTAIRE;;;;;
0630022G;LYCEE PROFESSIONNEL ROGER CLAUSTRES LYCEE DES METIERS DES REALISATIONS INDUSTRIELLES ET ARTISANALES;;;;;
0630024J;LYCEE PROFESSIONNEL AMEDEE GASQUET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;;;;;
0630041C;LYCEE PROFESSIONNEL HENRI SAINTE CLAIRE DEVILLE LYCEE DES METIERS DES TECHNOLOGIES INDUSTRIELLES;;;;;
0630077S;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE BRUGIERE;;;;;
0631075B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT ALYRE;;;;;
0640010N;LYCEE GENERAL RENE CASSIN;;;;;
0640017W;LYCEE GENERAL EXPERIMENTAL ANDRE MALRAUX;;;;;
640049,00 F;LYCEE PROFESSIONNEL GUYNEMER LYCEE DES METIERS DE L INDUSTRIE;;;;;
0640050G;LYCEE PROFESSIONNEL DU 4 SEPTEMBRE 1870 LYCEE DES METIERS DU COMMERCE ET DES SERVICES;;;;;
0640126P;LYCEE GENERAL PRIVE SAINT JOSEPH;;;;;
0640179X;LYCEE PROFESSIONNEL PRIVE LE GUICHOT;;;;;
0641663K;LYCEE PROFESSIONNEL PRIVE SAINTE ANNE LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;;;;;
0641732K;LYCEE GENERAL ET TECHNOLOGIQUE SAINT JOHN PERSE;;;;;
0650028C;LYCEE PROFESSIONNEL SIXTE VIGNON LYCEE DES METIERS DE L HABITAT DES ENERGIES ET DE L AUTOMOBILE;;;;;
0650038N;LYCEE GENERAL PIERRE MENDES FRANCE;;;;;
0650040R;LYCEE GENERAL ET TECHNOLOGIQUE LA SERRE DE SARSAN;;;;;
0650065T;LYCEE TECHNOLOGIQUE PRIVE PRADEAU LA SEDE SAINT PIERRE;;;;;
0650067V;LYCEE PROFESSIONNEL PRIVE VINCENT DE PAUL;;;;;
0660011D;LYCEE POLYVALENT JEAN LURCAT;;;;;
0670020H;LYCEE GENERAL ET TECHNOLOGIQUE ROBERT SCHUMAN;;;;;
670041,00 F;LYCEE GENERAL ET TECHNOLOGIQUE HENRI MECK;;;;;
0670058Z;LYCEE PROFESSIONNEL JULES VERNE LYCEE DES METIERS;;;;;
0670079X;LYCEE GENERAL FUSTEL DE COULANGES;;;;;
0670083B;LYCEE GENERAL MARIE CURIE;;;;;
0670084C;LYCEE POLYVALENT JEAN ROSTAND;;;;;
670087,00 F;LYCEE POLYVALENT DES METIERS A DUMAS LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;;;;;
0670129B;LYCEE POLYVALENT JEAN GEILER;;;;;
0671602C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE INSTITUTION SAINTE PHILOMENE;;;;;
0671610L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE INSTITUTION NOTRE DAME;;;;;
0671679L;LYCEE PROFESSIONNEL PRIVE SAINTE THERESE;;;;;
0672602P;LYCEE PROFESSIONNEL PRIVE CHARLES DE FOUCAULD;;;;;
0672806L;LYCEE POLYVALENT MARCEL RUDLOFF;;;;;
0680001G;LYCEE POLYVALENT JEAN JACQUES HENNER;;;;;
0680032R;LYCEE GENERAL ET TECHNOLOGIQUE MICHEL DE MONTAIGNE;;;;;
0680039Y;LYCEE PROFESSIONNEL F D ROOSEVELT LYCEE DES METIERS;;;;;
0680041A;LYCEE PROFESSIONNEL DU REBBERG LYCEE DES METIERS;;;;;
0680068E;LYCEE POLYVALENT LOUISE WEISS;;;;;
0680149T;LYCEE GENERAL ET TECHNOLOGIQUE EPISCOPAL SAINT ANDRE;;;;;
0681761V;LYCEE GENERAL LAMBERT;;;;;
0681882B;LYCEE POLYVALENT MARTIN SCHONGAUER;;;;;
0681885E;LYCEE TECHNOLOGIQUE PRIVE INSTITUT SONNENBERG;;;;;
0690023A;LYCEE GENERAL ET TECHNOLOGIQUE AMPERE;;;;;
0690043X;LYCEE PROFESSIONNEL JACQUES DE FLESSELLES LYCEE DES METIERS DU GENIE ELECTRIQUE ET DE LA BUREAUTIQUE;;;;;
0690046A;LYCEE PROFESSIONNEL LOUISE LABE LYCEE DES METIERS RESEAU TEXTILE MODE CUIR;;;;;
690097,00 F;LYCEE POLYVALENT CLAUDE BERNARD LYCEE DES METIERS DE LA VENTE DES SERVICES ET DU COMMERCE;;;;;
0690128P;LYCEE POLYVALENT EDOUARD BRANLY;;;;;
0690129R;LYCEE PROFESSIONNEL EDMOND LABBE;;;;;
0690522T;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE AUX LAZARISTES;;;;;
0690538K;LYCEE GENERAL PRIVE PIERRE TERMIER;;;;;
0690539L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ASSOMPTION BELLEVUE;;;;;
0690540M;LYCEE GENERAL PRIVE NOTRE DAME DE BELLEGARDE;;;;;
0690542P;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE DES CHASSAGNES;;;;;
0690543R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT THOMAS D AQUIN VERITAS;;;;;
0690660T;LYCEE PROFESSIONNEL PRIVE JAPY LYCEE DES METIERS DE LA VENTE ET DE LA GESTION ADMINISTRATIVE;;;;;
0691659D;LYCEE TECHNOLOGIQUE PRIVE DON BOSCO;;;;;
0692866R;LYCEE GENERAL ET TECHNOLOGIQUE LA MARTINIERE MONPLAISIR;;;;;
0693332X;LYCEE PROFESSIONNEL PRIVE LA VIDAUDE;;;;;
0693372R;LYCEE PROFESSIONNEL PRIVE CHEVREUL LESTONNAC;;;;;
0693373S;LYCEE PROFESSIONNEL PRIVE CARREL LYCEE DES METIERS DES RELATIONS COMMERCIALES;;;;;
0693566B;LYCEE POLYVALENT FRANCOIS MANSART;;;;;
0693654X;LYCEE GENERAL ET TECHNOLOGIQUE RENE DESCARTES;;;;;
0694026B;LYCEE GENERAL ROSA PARKS;;;;;
0694086S;LYCEE GENERALE ET TECHNOLOGIQUE PRIVEE AL KINDI;;;;;
0700018P;LYCEE POLYVALENT GEORGES COLOMB;;;;;
0701001H;LYCEE PROFESSIONNEL PRIVE SAINT PIERRE FOURIER;;;;;
0710010A;LYCEE POLYVALENT MATHIAS;;;;;
0710011B;LYCEE GENERAL PONTUS DE THYARD;;;;;
0710026T;LYCEE POLYVALENT LEON BLUM;;;;;
0710112L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEANNE D ARC;;;;;
0711137A;LYCEE GENERAL ET TECHNOLOGIQUE CAMILLE CLAUDEL;;;;;
0711249X;LYCEE POLYVALENT PRIVE FREDERIC OZANAM;;;;;
