Année;UAI;Libellé;Région;Niveau formation;Taux interruption formation;Taux poursuite études;Taux emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois
cumul 2019-2020;0500087Y;lycée polyvalent Claude Lehec - Lycée des métiers de la maintenance des matériels;NORMANDIE;BAC PRO;17.0;77.0;44.0;54.0;64.0;69.0
cumul 2019-2020;0511146U;Lycée polyvalent privé Saint Jean-Baptiste de La Salle - Lycée des métiers de la maintenance et de l'audiovisuel;GRAND EST;BTS;;20.0;35.0;38.0;42.0;59.0
cumul 2019-2020;0511884W;Lycée polyvalent Georges Brière - Lycée des métiers de l'industrie, de la défense et du graphisme;GRAND EST;CAP;38.0;65.0;;;;
cumul 2019-2020;0511901P;Lycée général et technologique Colbert;GRAND EST;BTS;39.0;29.0;53.0;64.0;64.0;75.0
cumul 2019-2020;0530904V;Lycée professionnel privé Immaculée-Conception;PAYS DE LA LOIRE;CAP;;;;;;
cumul 2019-2020;0540032S;Lycée professionnel Darche;GRAND EST;CAP;22.0;76.0;;;;
cumul 2019-2020;0540042C;Lycée général et technologique Henri Loritz;GRAND EST;BAC PRO;;;;;;
cumul 2019-2020;0541344T;Lycée professionnel privé Saint Michel - Lycée des métiers du transport, de l'automobile et de la domotique;GRAND EST;BAC PRO;14.0;58.0;55.0;57.0;70.0;72.0
cumul 2019-2020;0541364P;Lycée professionnel privé Marie Immaculée;GRAND EST;BAC PRO;28.0;43.0;21.0;48.0;38.0;55.0
cumul 2019-2020;0550700M;Lycée professionnel privé Notre Dame des Vertus;GRAND EST;BAC PRO;33.0;53.0;26.0;48.0;41.0;44.0
cumul 2019-2020;0551032Y;Lyceé professionnel privé Sainte Jeanne d'Arc;GRAND EST;CAP;27.0;68.0;;;;
cumul 2019-2020;0560027A;Lycée professionnel Marie Le Franc - Lycée des métiers de la vente - Lycée des métiers des services à la personne;BRETAGNE;BTS;25.0;31.0;53.0;69.0;67.0;78.0
cumul 2019-2020;0560198L;Lycée polyvalent privé Saint Joseph-La Salle - Lycée des métiers;BRETAGNE;BTS;12.0;61.0;66.0;74.0;70.0;81.0
cumul 2019-2020;0570021N;Lycée polyvalent Charles Hermite;GRAND EST;BAC PRO;44.0;49.0;;;;
cumul 2019-2020;0570057C;Lycée général et technologique Robert Schuman;GRAND EST;BAC PRO;56.0;36.0;55.0;50.0;64.0;57.0
cumul 2019-2020;0570264C;Lycée professionnel privé Saint Joseph-La Providence;GRAND EST;BAC PRO;;;;;;
cumul 2019-2020;0572101Z;Lycée professionnel privé Saint André - Lycée des métiers de l'optique;GRAND EST;MC3;43.0;13.0;52.0;56.0;67.0;63.0
cumul 2019-2020;0580552K;Lycée professionnel François Mitterrand - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;BTS;28.0;23.0;30.0;48.0;48.0;63.0
cumul 2019-2020;0590037V;Lycée professionnel Louise de Bettignies;HAUTS-DE-FRANCE;CAP;24.0;54.0;0.0;9.0;22.0;31.0
cumul 2019-2020;0590064Z;Lycée général et technologique Jean-Baptiste Corot;HAUTS-DE-FRANCE;BTS;42.0;38.0;50.0;50.0;55.0;71.0
cumul 2019-2020;0590073J;Lycée général et technologique Auguste Angellier;HAUTS-DE-FRANCE;BTS;33.0;31.0;55.0;62.0;60.0;64.0
cumul 2019-2020;0590093F;Lycée polyvalent Beaupré - Lycée des Métiers de la Plasturgie;HAUTS-DE-FRANCE;BAC PRO;39.0;62.0;33.0;37.0;38.0;45.0
cumul 2019-2020;0590098L;Lycée professionnel Placide Courtoy;HAUTS-DE-FRANCE;MC3;42.0;4.0;35.0;43.0;43.0;30.0
cumul 2019-2020;0590125R;Lycée Hôtelier International de Lille;HAUTS-DE-FRANCE;MC3;25.0;22.0;49.0;59.0;60.0;68.0
cumul 2019-2020;0590144L;Lycée professionnel Automobile Alfred Mongy - Lycée des Métiers de la maintenance des véhicules;HAUTS-DE-FRANCE;CAP;52.0;23.0;58.0;75.0;79.0;67.0
cumul 2019-2020;0590216P;Lycée professionnel Le Corbusier;HAUTS-DE-FRANCE;BAC PRO;48.0;49.0;21.0;28.0;38.0;46.0
cumul 2019-2020;0590266U;Lycée professionnel César Baggio;HAUTS-DE-FRANCE;BTS;18.0;13.0;78.0;79.0;86.0;86.0
cumul 2019-2020;0592610S;Lycée Professionnel Pierre-Joseph Laurent;HAUTS-DE-FRANCE;BAC PRO;38.0;39.0;31.0;35.0;37.0;44.0
cumul 2019-2020;0593030Y;Lycée professionnel privé Notre-Dame du Sacré-Coeur - Lycée des Métiers du Bien-Etre, de la Santé et du Social;HAUTS-DE-FRANCE;BTS;24.0;28.0;57.0;57.0;75.0;71.0
cumul 2019-2020;0593071T;Lycée polyvalent privé Deforest de Lewarde;HAUTS-DE-FRANCE;BTS;54.0;20.0;47.0;56.0;57.0;63.0
cumul 2019-2020;0593495D;Lycée Professionnel Paul Langevin;HAUTS-DE-FRANCE;MC4;;;;;;
cumul 2019-2020;0594375K;Lycée professionnel Dinah Derycke;HAUTS-DE-FRANCE;BAC PRO;41.0;61.0;34.0;37.0;46.0;49.0
cumul 2019-2020;0595884A;Lycée polyvalent André Lurcat;HAUTS-DE-FRANCE;BAC PRO;35.0;68.0;25.0;22.0;30.0;30.0
cumul 2019-2020;0600021X;Lycée général et technologique Jules Uhry;HAUTS-DE-FRANCE;BTS;40.0;26.0;53.0;58.0;56.0;66.0
cumul 2019-2020;0600062S;Lycée professionnel Marie Curie - Lycée des métiers de l'ingénierie des industries mécaniques, chimiques et biotechnologiques;HAUTS-DE-FRANCE;BTS;;;;;;
cumul 2019-2020;0600062S;Lycée professionnel Marie Curie - Lycée des métiers de l'ingénierie des industries mécaniques, chimiques et biotechnologiques;HAUTS-DE-FRANCE;CAP;;43.0;;;;
cumul 2019-2020;0601149Y;Lycée général et technologique privé Saint Vincent;HAUTS-DE-FRANCE;BTS;33.0;28.0;71.0;62.0;62.0;62.0
cumul 2019-2020;0610006A;Lycée polyvalent Mezeray-Gabriel;NORMANDIE;BAC PRO;35.0;64.0;28.0;39.0;46.0;57.0
cumul 2019-2020;0610019P;Lycée professionnel Flora Tristan;NORMANDIE;CAP;41.0;60.0;;;;
cumul 2019-2020;0610021S;Lycée polyvalent Jean Guehenno - lycée des métiers des services, de l'industrie et du tertiaire;NORMANDIE;CAP;31.0;48.0;29.0;32.0;37.0;45.0
cumul 2019-2020;0620011A;Lycée Professionnel Jacques Le Caron;HAUTS-DE-FRANCE;BTS;34.0;27.0;46.0;69.0;63.0;80.0
cumul 2019-2020;0620011A;Lycée Professionnel Jacques Le Caron;HAUTS-DE-FRANCE;CAP;40.0;54.0;33.0;40.0;47.0;52.0
cumul 2019-2020;0620030W;Lycée professionnel Philippe Auguste;HAUTS-DE-FRANCE;BAC PRO;38.0;43.0;50.0;62.0;63.0;73.0
cumul 2019-2020;0620042J;Lycée général et technologique André Malraux;HAUTS-DE-FRANCE;BTS;30.0;35.0;49.0;53.0;57.0;64.0
cumul 2019-2020;0620095S;Lycée Polyvalent Louis Pasteur;HAUTS-DE-FRANCE;BAC PRO;37.0;66.0;29.0;34.0;36.0;46.0
cumul 2019-2020;0622150A;Lycée polyvalent privé Jean Bosco;HAUTS-DE-FRANCE;BAC PRO;31.0;47.0;24.0;34.0;49.0;59.0
cumul 2019-2020;0622276M;Lycée polyvalent Jan Lavezzari;HAUTS-DE-FRANCE;BAC PRO;33.0;44.0;27.0;49.0;30.0;46.0
cumul 2019-2020;0623377J;Lycée professionnel du bâtiment François Hennebique;HAUTS-DE-FRANCE;CAP;49.0;44.0;14.0;34.0;41.0;50.0
cumul 2019-2020;0624109E;Lycée polyvalent Giraux Sannier;HAUTS-DE-FRANCE;BTS;35.0;49.0;53.0;55.0;72.0;79.0
cumul 2019-2020;0630023H;Lycée professionnel Marie Curie - Lycée des métiers des services aux personnes et aux collectivités;AUVERGNE-RHONE-ALPES;CAP;19.0;72.0;40.0;37.0;37.0;34.0
cumul 2019-2020;0630061Z;Lycée professionnel Desaix;AUVERGNE-RHONE-ALPES;CAP;;;;;;
cumul 2019-2020;0630069H;Lycée général et technologique Jean Zay;AUVERGNE-RHONE-ALPES;BTS;19.0;45.0;59.0;63.0;73.0;73.0
cumul 2019-2020;0630077S;Lycée général et technologique Ambroise Brugière;AUVERGNE-RHONE-ALPES;BTS;24.0;46.0;63.0;62.0;62.0;72.0
cumul 2019-2020;0631075B;Lycée général et technologique privé Saint Alyre;AUVERGNE-RHONE-ALPES;BTS;24.0;52.0;52.0;77.0;69.0;75.0
cumul 2019-2020;0631736V;Lycée professionnel privé Godefroy de Bouillon - Lycée des métiers de l'industrie et des services aux entreprises;AUVERGNE-RHONE-ALPES;CAP;;;;;;
cumul 2019-2020;0631985R;Lycée polyvalent Pierre Joël Bonté - Lycée des métiers des sciences et techniques de l'habitat et des travaux publics;AUVERGNE-RHONE-ALPES;CAP;36.0;57.0;32.0;52.0;44.0;52.0
cumul 2019-2020;0640012R;Lycée professionnel Louis de Foix;NOUVELLE-AQUITAINE;BAC PRO;;55.0;45.0;62.0;53.0;72.0
cumul 2019-2020;0640057P;Lycée polyvalent Saint Cricq;NOUVELLE-AQUITAINE;CAP;33.0;20.0;62.0;55.0;67.0;72.0
cumul 2019-2020;0640080P;Lycée professionnel Molière - Lycée des métiers de l'industrie connectée, durable et des services;NOUVELLE-AQUITAINE;MC4;;8.0;;;;
cumul 2019-2020;0641823J;Lycée polyvalent Biarritz Atlantique - Lycée des métiers de l'hôtellerie et du tourisme;NOUVELLE-AQUITAINE;BTS;24.0;38.0;51.0;71.0;57.0;77.0
cumul 2019-2020;0670058Z;Lycée professionnel Jules Verne - Lycée des métiers;GRAND EST;BP;45.0;14.0;;;;
cumul 2019-2020;0671509B;Lycée polyvalent Heinrich-Nessel - Lycée des métiers;GRAND EST;BAC PRO;36.0;48.0;55.0;63.0;68.0;72.0
cumul 2019-2020;0671832C;Lycée polyvalent Jean-Baptiste Schwilgué;GRAND EST;BAC PRO;37.0;50.0;53.0;59.0;55.0;70.0
cumul 2019-2020;0672299K;Lycée professionnel privé Institution Sainte Philomène;GRAND EST;BAC PRO;;62.0;;;;
cumul 2019-2020;0672614C;Lycée polyvalent Georges Imbert;GRAND EST;BAC PRO;51.0;38.0;30.0;44.0;49.0;62.0
cumul 2019-2020;0680010S;Lycée polyvalent Blaise Pascal;GRAND EST;BTS;34.0;47.0;47.0;51.0;68.0;68.0
cumul 2019-2020;0680039Y;Lycée professionnel F.D. Roosevelt - Lycée des métiers;GRAND EST;BAC PRO;48.0;48.0;32.0;46.0;48.0;49.0
cumul 2019-2020;0680151V;Institution Sainte Jeanne d'Arc;GRAND EST;BTS;19.0;29.0;68.0;64.0;68.0;77.0
cumul 2019-2020;0681801N;Lycée polyvalent C. De Gaulle - Lycée des métiers de la sécurité et de l'industrie;GRAND EST;BTS;;24.0;;;;
cumul 2019-2020;0690003D;Lycée professionnel Barthélémy Thimonnier - Lycée des métiers des services aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;CAP;28.0;34.0;72.0;76.0;68.0;72.0
cumul 2019-2020;0690651H;Lycée professionnel privé Saint Joseph - Lycée des métiers de l'énergie, de la gestion-administration et de la relation clientèle;AUVERGNE-RHONE-ALPES;CAP;20.0;76.0;37.0;30.0;33.0;48.0
cumul 2019-2020;0692517L;Lycée polyvalent Camus-Sermenaz;AUVERGNE-RHONE-ALPES;BTS;31.0;46.0;54.0;57.0;62.0;68.0
cumul 2019-2020;0693332X;Lycée professionnel privé La Vidaude;AUVERGNE-RHONE-ALPES;CAP;56.0;65.0;;;;
cumul 2019-2020;0693619J;Lycée général et technologique Robert Doisneau;AUVERGNE-RHONE-ALPES;BTS;32.0;30.0;66.0;73.0;62.0;70.0
cumul 2019-2020;0700009E;Lycée polyvalent Augustin Cournot;BOURGOGNE-FRANCHE-COMTE;BAC PRO;33.0;93.0;;;;
cumul 2019-2020;0701078S;Lycée polyvalent Lumière;BOURGOGNE-FRANCHE-COMTE;BAC PRO;30.0;49.0;36.0;31.0;43.0;47.0
cumul 2019-2020;0711729U;Lycée polyvalent Emiland Gauthey, lycée des métiers de la relation clientèle et de la mode;BOURGOGNE-FRANCHE-COMTE;CAP;37.0;44.0;;;;
cumul 2019-2020;0720825F;Lycée professionnel privé Joseph Roussel;PAYS DE LA LOIRE;BAC PRO;10.0;55.0;30.0;37.0;32.0;54.0
cumul 2019-2020;0721478R;Lycée polyvalent privé Saint Joseph La Salle;PAYS DE LA LOIRE;BTS;;;;;;
cumul 2019-2020;0730006K;Lycée professionnel Le grand arc;AUVERGNE-RHONE-ALPES;CAP;33.0;47.0;32.0;47.0;47.0;58.0
cumul 2019-2020;0730043A;Lycée polyvalent René Perrin - Lycée des métiers des sciences et des techniques de l'industrie;AUVERGNE-RHONE-ALPES;BTS;20.0;29.0;64.0;75.0;70.0;80.0
cumul 2019-2020;0750793E;Lycée Professionnel Beaugrenelle - Lycée des métiers de la communication et de la gestion d'entreprise;ILE-DE-FRANCE;MC4;13.0;0.0;42.0;16.0;77.0;77.0
cumul 2019-2020;0750802P;Lycée professionnel Hector Guimard - Lycée des métiers du batiment, de l'artisanat et du patrimoine bâti;ILE-DE-FRANCE;BAC PRO;42.0;65.0;33.0;44.0;54.0;56.0
cumul 2019-2020;0754475G;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bois;ILE-DE-FRANCE;BAC PRO;28.0;55.0;29.0;26.0;48.0;52.0
cumul 2019-2020;0754924V;Lycée Polyvalent Privé Notre-Dame - Saint Vincent de Paul - Lycée des Métiers de la Santé et du social;ILE-DE-FRANCE;CAP;41.0;61.0;39.0;30.0;45.0;48.0
cumul 2019-2020;0760024N;Lycée professionnel Emulation Dieppoise;NORMANDIE;CAP;19.0;53.0;42.0;50.0;48.0;64.0
cumul 2019-2020;0760132F;Lycée professionnel Jules Siegfried - Lycée des métiers des sciences du numérique et de l'innovation technologique;NORMANDIE;BAC PRO;22.0;56.0;31.0;43.0;43.0;50.0
cumul 2019-2020;0761721H;Lycée général et technologique privé Jean XXIII;NORMANDIE;BTS;0.0;30.0;62.0;76.0;62.0;76.0
cumul 2019-2020;0762765T;Lycée professionnel Antoine-Laurent Lavoisier - Lycée des métiers de l'aéronautique, de la maintenance des véhicules et du transport logistique;NORMANDIE;BTS;36.0;19.0;59.0;82.0;82.0;82.0
cumul 2019-2020;0762911B;Lycée polyvalent Galilée - Lycée des métiers de la chimie et des biotechnologies;NORMANDIE;BTS;12.0;50.0;60.0;57.0;37.0;43.0
cumul 2019-2020;0762920L;Lycée polyvalent Pierre de Coubertin - Lycée des métiers de l'industrie;NORMANDIE;BAC PRO;30.0;57.0;42.0;49.0;52.0;63.0
cumul 2019-2020;0762964J;Lycée polyvalent Le Corbusier - Lycée des métiers du bâtiment, des travaux publics, de l'énergie et de la domotique;NORMANDIE;BAC PRO;58.0;41.0;23.0;41.0;41.0;46.0
cumul 2019-2020;0763237F;Lycée polyvalent Georges Baptiste - Lycée des métiers de l'hôtellerie, de la restauration et de la boulangerie - pâtisserie;NORMANDIE;BTS;22.0;38.0;65.0;80.0;75.0;85.0
cumul 2019-2020;0770918E;Lycée polyvalent Uruguay France - Lycée des métiers du social et de la santé;ILE-DE-FRANCE;BTS;29.0;43.0;52.0;55.0;51.0;57.0
cumul 2019-2020;0771658J;Lycée polyvalent du Gué à Tresmes - Lycée des métiers de l'hôtellerie et restauration   des arts et design   de l'aménagement et finition du bâtiment;ILE-DE-FRANCE;CAP;32.0;56.0;38.0;40.0;43.0;54.0
cumul 2019-2020;0771940R;Lycée polyvalent Simone Veil;ILE-DE-FRANCE;BAC PRO;26.0;53.0;24.0;41.0;43.0;37.0
cumul 2019-2020;0772120L;Lycée général et technologique Jean Moulin;ILE-DE-FRANCE;BTS;36.0;33.0;51.0;59.0;50.0;56.0
cumul 2019-2020;0772276F;Lycée polyvalent Jehan de Chelles - Lycée des métiers de la santé et du social;ILE-DE-FRANCE;BAC PRO;21.0;49.0;22.0;26.0;34.0;46.0
cumul 2019-2020;0780582J;Lycée général et technologique Jean Vilar;ILE-DE-FRANCE;BTS;31.0;52.0;48.0;41.0;66.0;59.0
cumul 2019-2020;0781883Y;Lycée polyvalent Dumont d'Urville;ILE-DE-FRANCE;BTS;45.0;33.0;46.0;40.0;40.0;40.0
cumul 2019-2020;0781948U;Lycée polyvalent Antoine Lavoisier;ILE-DE-FRANCE;MC4;;;;;;
cumul 2019-2020;0781951X;Lycée polyvalent Sedar Senghor;ILE-DE-FRANCE;BAC PRO;27.0;45.0;54.0;58.0;61.0;63.0
cumul 2019-2020;0781984H;Lycée polyvalent Vaucanson, lycée des métiers du génie électronique, du commerce et de l'aide à la personne;ILE-DE-FRANCE;BTS;38.0;33.0;42.0;58.0;55.0;55.0
cumul 2019-2020;0782602E;Lycée professionnel Jean Moulin, lycée des métiers de l'électro-énergétique;ILE-DE-FRANCE;BTS;;;;;;
cumul 2019-2020;0801853E;Lycée polyvalent Jean Racine - Lycée des métiers;HAUTS-DE-FRANCE;BTS;47.0;18.0;33.0;47.0;50.0;53.0
cumul 2019-2020;0811144D;Lycée professionnel hôtelier - Lycée des métiers de l'hôtellerie-restauration;OCCITANIE;BAC PRO;38.0;52.0;41.0;45.0;29.0;41.0
cumul 2019-2020;0830058M;Lycée professionnel Georges Cisson - Lycée des métiers de l'automobile et de l'électricité;PROVENCE-ALPES-COTE D'AZUR;MC4;3.0;6.0;0.0;3.0;10.0;13.0
cumul 2019-2020;0840935K;Lycée polyvalent René Char;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;28.0;45.0;26.0;42.0;52.0;58.0
cumul 2019-2020;0840940R;LYCEE DES METIERS PRIVE Saint Jean Baptiste de la Salle;PROVENCE-ALPES-COTE D'AZUR;BTS;18.0;44.0;61.0;63.0;61.0;71.0
cumul 2019-2020;0850027T;Lycée polyvalent Rosa Parks - Lycée des métiers;PAYS DE LA LOIRE;BAC PRO;30.0;57.0;66.0;78.0;74.0;79.0
cumul 2019-2020;0850028U;Lycée professionnel Edouard Branly;PAYS DE LA LOIRE;CAP;28.0;39.0;44.0;63.0;53.0;68.0
cumul 2019-2020;0850136L;Lycée polyvalent privé Jeanne d'Arc;PAYS DE LA LOIRE;BAC PRO;49.0;57.0;60.0;64.0;72.0;76.0
cumul 2019-2020;0850136L;Lycée polyvalent privé Jeanne d'Arc;PAYS DE LA LOIRE;CAP;17.0;38.0;35.0;50.0;46.0;73.0
cumul 2019-2020;0850142T;Lycée polyvalent privé Notre-Dame;PAYS DE LA LOIRE;BAC PRO;48.0;60.0;40.0;67.0;57.0;80.0
cumul 2019-2020;0851504Y;Lycée Professionnel privé St Gabriel;PAYS DE LA LOIRE;BAC PRO;10.0;56.0;42.0;58.0;37.0;56.0
cumul 2019-2020;0880055G;Lycée général et technologique Jules Ferry;GRAND EST;BTS;25.0;29.0;46.0;57.0;77.0;80.0
cumul 2019-2020;0880133S;Lycée professionnel privé Jeanne d'Arc;GRAND EST;BAC PRO;33.0;23.0;48.0;57.0;48.0;52.0
cumul 2019-2020;0881140L;Lycée professionnel Camille Claudel;GRAND EST;CAP;35.0;45.0;28.0;33.0;30.0;43.0
cumul 2019-2020;0881370L;Lycée professionnel Louis Geisler;GRAND EST;MC3;;;;;;
cumul 2019-2020;0881651S;Lycée professionnel privé Jeanne d'Arc;GRAND EST;BAC PRO;27.0;38.0;27.0;50.0;46.0;54.0
cumul 2019-2020;0890032B;Lycée polyvalent Chevalier d'Eon;BOURGOGNE-FRANCHE-COMTE;BTS;;;;;;
cumul 2019-2020;0890819G;Lycée professionnel Vauban, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;BAC PRO;26.0;57.0;27.0;41.0;45.0;48.0
cumul 2019-2020;0900425Y;Lycée professionnel privé Saint Joseph;BOURGOGNE-FRANCHE-COMTE;CAP;15.0;74.0;;;;
cumul 2019-2020;0910623H;Lycée général et technologique Marcel Pagnol;ILE-DE-FRANCE;BTS;43.0;31.0;61.0;62.0;60.0;66.0
cumul 2019-2020;0911254U;Lycée polyvalent Charles Baudelaire, lycée des métiers de la relation client, de la beauté, du soin et des services à la personne;ILE-DE-FRANCE;BAC PRO;22.0;59.0;35.0;40.0;47.0;49.0
cumul 2019-2020;0911346U;Lycée général et technologique Albert Einstein;ILE-DE-FRANCE;BTS;21.0;34.0;51.0;56.0;36.0;59.0
cumul 2019-2020;0920163C;Lycée professionnel Louis Girard;ILE-DE-FRANCE;MC4;14.0;14.0;52.0;60.0;44.0;64.0
cumul 2019-2020;0920164D;Lycée professionnel Jean Monnet , lycée des métiers des constructions et de la gestion administrative;ILE-DE-FRANCE;BAC PRO;58.0;51.0;41.0;47.0;48.0;54.0
cumul 2019-2020;0920810F;Etablissement régional d'enseignement adapté Jean Monnet;ILE-DE-FRANCE;BAC PRO;;64.0;;;;
cumul 2019-2020;0921156G;Lycée polyvalent Galilée, lycée des métiers de la chimie,  de la plasturgie et des biotechnologies;ILE-DE-FRANCE;BAC PRO;81.0;47.0;;;;
cumul 2019-2020;0922149L;Lycée polyvalent  Auffray, lycée des métiers de l'hôtellerie-tourisme, de la santé et du social;ILE-DE-FRANCE;MC4;;;;;;
cumul 2019-2020;0922276Z;Lycée polyvalent Santos Dumont, lycée des métiers de l'hôtellerie et de la gestion des entreprises;ILE-DE-FRANCE;CAP;27.0;69.0;52.0;64.0;55.0;64.0
cumul 2019-2020;0922427N;Lycée polyvalent Claude Garamont, lycée des métiers de la chaîne graphiques;ILE-DE-FRANCE;BTS;43.0;34.0;38.0;38.0;40.0;57.0
cumul 2019-2020;0922464D;Lycée polyvalent Louise Michel;ILE-DE-FRANCE;BAC PRO;40.0;46.0;29.0;29.0;33.0;38.0
cumul 2019-2020;0930119Z;Lycée polyvalent Eugène Delacroix;ILE-DE-FRANCE;CAP;25.0;54.0;5.0;5.0;19.0;29.0
cumul 2019-2020;0931739K;Lycée professionnel Jean Moulin;ILE-DE-FRANCE;MC3;45.0;0.0;40.0;45.0;45.0;55.0
cumul 2019-2020;0932117W;Lycée polyvalent Lucie Aubrac;ILE-DE-FRANCE;BAC PRO;20.0;55.0;27.0;34.0;54.0;56.0
cumul 2019-2020;0932229T;Lycée polyvalent Paul Le Rolland - Lycée des métiers de la conception et de la réalisation de systèmes industriels;ILE-DE-FRANCE;CAP;37.0;34.0;26.0;32.0;47.0;39.0
cumul 2019-2020;0932721C;Lycée professionnel privé Marcel LAMY;ILE-DE-FRANCE;CAP;;33.0;32.0;36.0;39.0;36.0
cumul 2019-2020;0940113M;Lycée polyvalent Langevin-Wallon;ILE-DE-FRANCE;BTS;47.0;34.0;52.0;54.0;63.0;66.0
cumul 2019-2020;0940118T;Lycée polyvalent L Armand, Lyc mét télécommunications réseaux informatiques, électricité et applications, conception mécanique assistée par ordinateur;ILE-DE-FRANCE;BAC PRO;24.0;66.0;19.0;32.0;26.0;32.0
cumul 2019-2020;0940129E;Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique;ILE-DE-FRANCE;MC4;;;;;;
cumul 2019-2020;0940743X;Lycée polyvalent Georges Brassens;ILE-DE-FRANCE;BTS;43.0;25.0;40.0;58.0;70.0;70.0
cumul 2019-2020;0941294W;Lycée polyvalent Adolphe Chérioux - Lycée des métiers de l'habitat et de l'aménagement urbain;ILE-DE-FRANCE;CAP;40.0;51.0;23.0;31.0;42.0;42.0
cumul 2019-2020;0941952L;Lycée polyvalent François Arago;ILE-DE-FRANCE;MC4;20.0;10.0;;;;
cumul 2019-2020;0951618T;Lycée professionnel Auguste Escoffier, lycée des métiers de la gastronomie et des techniques du froid;ILE-DE-FRANCE;MC3;29.0;21.0;44.0;39.0;56.0;63.0
cumul 2019-2020;0951994B;Lycée polyvalent privé ORT;ILE-DE-FRANCE;BAC PRO;26.0;37.0;;;;
cumul 2019-2020;7200011Z;Lycée professionnel Fred Scamaroni - Bastia;CORSE;BAC PRO;36.0;44.0;31.0;50.0;46.0;58.0
cumul 2019-2020;7200011Z;Lycée professionnel Fred Scamaroni - Bastia;CORSE;CAP;42.0;30.0;25.0;41.0;45.0;54.0
cumul 2019-2020;9710884J;Lycée polyvalent  Raoul Georges Nicolo - Lycée des métiers du bâtiment et des arts appliqués;GUADELOUPE;BTS;25.0;45.0;30.0;41.0;55.0;61.0
cumul 2019-2020;9720823M;Lycée polyvalent du Nord Caraïbe;MARTINIQUE;BAC PRO;18.0;64.0;31.0;28.0;41.0;50.0
cumul 2019-2020;9720844K;LYCEE PROFESSIONNEL PLACE D'ARMES;MARTINIQUE;BAC PRO;26.0;54.0;18.0;17.0;31.0;32.0
cumul 2019-2020;9730423X;Lycée Polyvalent Lama Prévot;GUYANE;BP;;;;;;
cumul 2019-2020;9741052A;Lycée polyvalent Stella;LA REUNION;BAC PRO;15.0;57.0;12.0;33.0;40.0;53.0
cumul 2019-2020;0690093B;Lycée professionnel Hélène Boucher - Lycée des métiers de la restauration, de la proprete et de l'environnement;AUVERGNE-RHONE-ALPES;BTS;20.0;33.0;38.0;42.0;58.0;54.0
cumul 2019-2020;9741186W;Lycée polyvalent de Trois Bassins;LA REUNION;BAC PRO;17.0;57.0;17.0;38.0;33.0;54.0
cumul 2019-2020;9741233X;Lycée polyvalent Nelson Mandela - Lycée des métiers de la gestion des entreprises - administrative, comptable, financière, commerciale, informatique;LA REUNION;CAP;29.0;46.0;0.0;10.0;19.0;10.0
cumul 2019-2020;0690697H;Lycée professionnel privé La Favorite Sainte Thérèse;AUVERGNE-RHONE-ALPES;CAP;0.0;81.0;;;;
cumul 2019-2020;0691626T;Lycée professionnel Georges Lamarque - Lycée des métiers des arts et techniques du bois et de la tapisserie d'ameublement;AUVERGNE-RHONE-ALPES;BAC PRO;40.0;55.0;50.0;53.0;58.0;81.0
cumul 2019-2020;0692518M;Section d'enseignement professionnel du Lycée polyvalent Camus-Sermenaz;AUVERGNE-RHONE-ALPES;CAP;23.0;65.0;;;;
cumul 2019-2020;0720033V;Lycée polyvalent Gabriel Touchard-Washington - Lycée des métiers;PAYS DE LA LOIRE;BTS;25.0;32.0;65.0;70.0;75.0;78.0
cumul 2019-2020;0720034W;Lycée professionnel Funay-Hélène Boucher - Lycée des métiers;PAYS DE LA LOIRE;BAC PRO;45.0;52.0;38.0;45.0;52.0;60.0
cumul 2019-2020;0720048L;Lycée polyvalent Raphaël Elizé - Lycée des métiers de la filière bois, maintenance industrielle et du tertiaire;PAYS DE LA LOIRE;BAC PRO;34.0;60.0;50.0;58.0;55.0;66.0
cumul 2019-2020;0720048L;Lycée polyvalent Raphaël Elizé - Lycée des métiers de la filière bois, maintenance industrielle et du tertiaire;PAYS DE LA LOIRE;BTS;39.0;19.0;59.0;64.0;73.0;75.0
cumul 2019-2020;0730776X;Lycéé professionnel privé Sainte-Geneviève - Lycée des métiers du commerce de la gestion administrative et comptable;AUVERGNE-RHONE-ALPES;BAC PRO;27.0;61.0;45.0;48.0;54.0;68.0
cumul 2019-2020;0730776X;Lycéé professionnel privé Sainte-Geneviève - Lycée des métiers du commerce de la gestion administrative et comptable;AUVERGNE-RHONE-ALPES;CAP;38.0;62.0;;;;
cumul 2019-2020;0740010J;Lycée professionnel Le Salève;AUVERGNE-RHONE-ALPES;CAP;38.0;50.0;41.0;41.0;41.0;45.0
cumul 2019-2020;0740054G;Lycée professionnel G. Sommeiller;AUVERGNE-RHONE-ALPES;BAC PRO;39.0;45.0;35.0;37.0;49.0;54.0
cumul 2019-2020;0741101V;Lycée Polyvalent privé Les Bressis;AUVERGNE-RHONE-ALPES;CAP;38.0;41.0;35.0;26.0;43.0;35.0
