Année;UAI;Libellé;Région;Niveau formation;Taux interruption formation;Taux poursuite études;Taux emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois
cumul 2018-2019;0390029V;Lycée polyvalent des métiers du bois;BOURGOGNE-FRANCHE-COMTE;BAC PRO;27.0;75.0;62.0;69.0;73.0;62.0
cumul 2018-2019;0400004M;Lycée professionnel Louis Darmante - Lycée des métiers de l'hôtellerie et du commerce;NOUVELLE-AQUITAINE;BAC PRO;25.0;63.0;46.0;74.0;49.0;74.0
cumul 2018-2019;0400018C;Lycée général et technologique Charles Despiau;NOUVELLE-AQUITAINE;BTS;39.0;34.0;57.0;56.0;57.0;62.0
cumul 2018-2019;0400020E;Lycée professionnel Robert Wlerick - Lycée des métiers tertiaires et services;NOUVELLE-AQUITAINE;CAP;;;;;;
cumul 2018-2019;0400094K;Etablissement régional d'enseignement adapté Nicolas Bremontier;NOUVELLE-AQUITAINE;CAP;23.0;47.0;29.0;33.0;30.0;44.0
cumul 2018-2019;0420079H;Lycée professionnel Etienne Mimard;AUVERGNE-RHONE-ALPES;BAC PRO;38.0;52.0;47.0;49.0;54.0;58.0
cumul 2018-2019;0420992A;Lycée professionnel Saint Joseph;AUVERGNE-RHONE-ALPES;BAC PRO;44.0;60.0;29.0;29.0;52.0;48.0
cumul 2018-2019;0420992A;Lycée professionnel Saint Joseph;AUVERGNE-RHONE-ALPES;CAP;44.0;54.0;;;;
cumul 2018-2019;0421606T;Lycée professionnel Adrien Testud - Lycée des métiers de la mode;AUVERGNE-RHONE-ALPES;CAP;44.0;51.0;10.0;16.0;32.0;35.0
cumul 2018-2019;0430023S;Lycée professionnel Auguste Aymard;AUVERGNE-RHONE-ALPES;BAC PRO;;42.0;;;;
cumul 2018-2019;0440029T;Lycée général et technologique Livet;PAYS DE LA LOIRE;BTS;20.0;49.0;67.0;73.0;69.0;76.0
cumul 2018-2019;0440034Y;Lycée professionnel Michelet - Lycée du bâtiment et des travaux publics;PAYS DE LA LOIRE;BP;;;;;;
cumul 2018-2019;0440274J;Lycée polyvalent privé Notre-Dame;PAYS DE LA LOIRE;CAP;14.0;69.0;;;;
cumul 2018-2019;0450759F;Lycée professionnel privé L Abbaye;CENTRE-VAL DE LOIRE;CAP;;;;;;
cumul 2018-2019;0460032K;Lycée professionnel Champollion - Lycée des métiers de l'industrie : productique mécanique, électronique, électrotechnique et bureautique-services;OCCITANIE;BTS;;;;;;
cumul 2018-2019;0480019K;Lycée professionnel Emile Peytavin, Lycée des métiers;OCCITANIE;CAP;36.0;68.0;;;;
cumul 2018-2019;0490003M;Lycée polyvalent Chevrollier - Lycée des métiers des technologies numériques;PAYS DE LA LOIRE;BAC PRO;47.0;59.0;45.0;45.0;59.0;61.0
cumul 2018-2019;0490055U;Lycée Polyvalent Sadi Carnot - Jean Bertin - Lycée des métiers de l'hôtellerie et de la restauration;PAYS DE LA LOIRE;BTS;33.0;28.0;68.0;73.0;71.0;75.0
cumul 2018-2019;0490782J;Lycée polyvalent Blaise Pascal;PAYS DE LA LOIRE;CAP;50.0;42.0;;;;
cumul 2018-2019;0500017X;Lycée polyvalent Alexis de Tocqueville;NORMANDIE;BAC PRO;33.0;65.0;42.0;55.0;59.0;65.0
cumul 2018-2019;0510007F;Lycée polyvalent Etienne Oehmichen - Lycée des métiers de l'industrie, du transport et de la logistique, de l'hôtellerie-restauration;GRAND EST;BTS;45.0;25.0;69.0;74.0;70.0;67.0
cumul 2018-2019;0510062R;Lycée polyvalent François 1er;GRAND EST;BTS;42.0;38.0;47.0;53.0;55.0;47.0
cumul 2018-2019;0530010Y;Lycée général et technologique Ambroise Paré;PAYS DE LA LOIRE;BTS;29.0;30.0;70.0;72.0;81.0;79.0
cumul 2018-2019;0540044E;Lycée général et technologique Arthur Varoquaux;GRAND EST;BTS;24.0;43.0;59.0;59.0;59.0;62.0
cumul 2018-2019;0540085Z;Lycée professionnel Bertrand Schwartz - Lycée des métiers de la logistique et des services;GRAND EST;BAC PRO;48.0;30.0;30.0;43.0;41.0;51.0
cumul 2018-2019;0541357G;Lycée professionnel privé Notre Dame;GRAND EST;CAP;;;;;;
cumul 2018-2019;0550025D;Lycée polyvalent Jean-Auguste Margueritte - lycée des métiers de la productique, des automatismes et des énergies renouvelables;GRAND EST;BTS;34.0;26.0;50.0;53.0;53.0;57.0
cumul 2018-2019;0560053D;Lycée professionnel Jean Guéhenno;BRETAGNE;CAP;36.0;45.0;19.0;32.0;30.0;49.0
cumul 2018-2019;0560182U;Lycée polyvalent Jeanne d'Arc-Saint Ivy - Lycée des métiers de l'hôtellerie et du tourisme;BRETAGNE;CAP;;66.0;;;;
cumul 2018-2019;0561507J;Lycée professionnel Louis Armand;BRETAGNE;CAP;32.0;56.0;35.0;39.0;39.0;48.0
cumul 2018-2019;0570030Y;Lycée polyvalent  Blaise Pascal - Lycée des métiers;GRAND EST;CAP;42.0;26.0;35.0;37.0;37.0;31.0
cumul 2018-2019;0570085H;Lycée polyvalent Jean-Victor Poncelet - Lycée des métiers du tertiaire;GRAND EST;CAP;;;;;;
cumul 2018-2019;0570095U;Lycée professionnel Dominique Labroise;GRAND EST;BAC PRO;46.0;41.0;47.0;60.0;69.0;69.0
cumul 2018-2019;0570225K;Lycée professionnel privé Interentreprises;GRAND EST;BAC PRO;40.0;30.0;35.0;55.0;53.0;49.0
cumul 2018-2019;0573281G;Lycée général et technologique de la Communication;GRAND EST;BTS;29.0;57.0;50.0;51.0;58.0;55.0
cumul 2018-2019;0590010R;Lycée général et technologique Paul Hazard;HAUTS-DE-FRANCE;BTS;48.0;30.0;61.0;60.0;62.0;65.0
cumul 2018-2019;0590093F;Lycée polyvalent Beaupré - Lycée des Métiers de la Plasturgie;HAUTS-DE-FRANCE;BAC PRO;45.0;57.0;37.0;44.0;41.0;41.0
cumul 2018-2019;0590265T;Lycée Professionnel Edmond Labbé;HAUTS-DE-FRANCE;BTS;16.0;22.0;67.0;76.0;71.0;67.0
cumul 2018-2019;0590265T;Lycée Professionnel Edmond Labbé;HAUTS-DE-FRANCE;MC4;;;;;;
cumul 2018-2019;0592916Z;Lycée général et technologique privé Notre Dame de Grâce;HAUTS-DE-FRANCE;BTS;44.0;20.0;34.0;24.0;46.0;59.0
cumul 2018-2019;0592969G;Lycée polyvalent privé Dampierre;HAUTS-DE-FRANCE;BAC PRO;54.0;59.0;35.0;35.0;41.0;56.0
cumul 2018-2019;0593060F;Lycée Polyvalent Privé Institut Nicolas Barré - Lycée des Métiers de la Sécurité-prévention, de l'Automobile et de la Maintenance des matériels;HAUTS-DE-FRANCE;BAC PRO;32.0;29.0;50.0;53.0;48.0;53.0
cumul 2018-2019;0594652L;Lycée professionnel des Plaines du Nord;HAUTS-DE-FRANCE;BAC PRO;60.0;42.0;14.0;25.0;19.0;35.0
cumul 2018-2019;0610724F;Lycée professionnel privé Esat de Giel;NORMANDIE;BTS;24.0;41.0;45.0;65.0;70.0;75.0
cumul 2018-2019;0620121V;Lycée professionnel Flora Tristan;HAUTS-DE-FRANCE;CAP;42.0;63.0;45.0;36.0;27.0;41.0
cumul 2018-2019;0630068G;Lycée général et technologique Montdory;AUVERGNE-RHONE-ALPES;BTS;31.0;39.0;74.0;89.0;78.0;78.0
cumul 2018-2019;0631070W;Lycée général et technologique privé Sainte Thècle - Lycée des métiers de la santé et du social;AUVERGNE-RHONE-ALPES;BTS;35.0;30.0;58.0;58.0;61.0;58.0
cumul 2018-2019;0640001D;Lycée polyvalent Cantau - Lycée des métiers du bâtiment;NOUVELLE-AQUITAINE;CAP;36.0;65.0;54.0;58.0;65.0;69.0
cumul 2018-2019;0650014M;Lycée professionnel de l'Arrouza - Lycée des métiers de l'hôtellerie-restauration, du commerce et du web-marketing;OCCITANIE;BAC PRO;61.0;53.0;51.0;43.0;34.0;34.0
cumul 2018-2019;0660077A;Lycée polyvalent privé Sainte Louise-De-Marillac;OCCITANIE;CAP;21.0;66.0;18.0;36.0;32.0;64.0
cumul 2018-2019;0670043H;Lycée professionnel Camille Schneider;GRAND EST;CAP;25.0;41.0;28.0;30.0;32.0;52.0
cumul 2018-2019;0670062D;Lycée professionnel Aristide Briand;GRAND EST;BAC PRO;;47.0;27.0;37.0;38.0;39.0
cumul 2018-2019;0670129B;Lycée polyvalent Jean Geiler;GRAND EST;BTS;;;;;;
cumul 2018-2019;0672614C;Lycée polyvalent Georges Imbert;GRAND EST;BAC PRO;48.0;51.0;26.0;46.0;44.0;60.0
cumul 2018-2019;0690010L;Lycée professionnel Tony Garnier - Lycée des métiers du bâtiment et des travaux publics;AUVERGNE-RHONE-ALPES;BAC PRO;40.0;47.0;60.0;54.0;65.0;66.0
cumul 2018-2019;0690107S;Lycée professionnel Alfred de Musset - Lycée des métiers de la logistique et du transport - Lycée des métiers de la maintenance industrielle;AUVERGNE-RHONE-ALPES;CAP;36.0;28.0;46.0;50.0;54.0;54.0
cumul 2018-2019;0692390Y;Etablissement régional d'enseignement adapté Cité Scolaire René Pellet - Lycée des métiers du tertiaire et de l'artisanat d'art;AUVERGNE-RHONE-ALPES;BAC PRO;;49.0;;;;
cumul 2018-2019;0693045K;Lycée professionnel Les Canuts - Lycée des métiers de l'électrotechnique - Lycée des métiers de la vente;AUVERGNE-RHONE-ALPES;BAC PRO;36.0;45.0;41.0;48.0;49.0;41.0
cumul 2018-2019;0693504J;Lycée polyvalent François Rabelais;AUVERGNE-RHONE-ALPES;MC5;11.0;29.0;75.0;72.0;78.0;79.0
cumul 2018-2019;0700018P;Lycée polyvalent Georges Colomb;BOURGOGNE-FRANCHE-COMTE;BTS;;35.0;67.0;60.0;62.0;70.0
cumul 2018-2019;0700038L;Lycée professionnel Luxembourg;BOURGOGNE-FRANCHE-COMTE;MC4;;;;;;
cumul 2018-2019;0730774V;Lycée professionnel privé Sainte Anne - Savoisienne;AUVERGNE-RHONE-ALPES;BTS;;;;;;
cumul 2018-2019;0740005D;Lycée général et technologique Gabriel Fauré;AUVERGNE-RHONE-ALPES;BTS;30.0;30.0;57.0;67.0;63.0;63.0
cumul 2018-2019;0750776L;Lycée professionnel Marie Laurencin - Lycée des métiers de la mode;ILE-DE-FRANCE;MC5;;;;;;
cumul 2018-2019;0750783U;Lycée professionnel Chennevière Malezieux;ILE-DE-FRANCE;MC4;;18.0;59.0;59.0;56.0;70.0
cumul 2018-2019;0750794F;Lycée professionnel Brassai - Lycée des métiers de la photographie et de l'image;ILE-DE-FRANCE;BAC PRO;;48.0;;;;
cumul 2018-2019;0751708Z;Lycée polyvalent Louis Armand;ILE-DE-FRANCE;BTS;37.0;35.0;55.0;54.0;60.0;59.0
cumul 2018-2019;0754476H;Lycée polyvalent Guillaume Tirel - Lycée des métiers de l' hotellerie;ILE-DE-FRANCE;BAC PRO;20.0;65.0;52.0;55.0;55.0;61.0
cumul 2018-2019;0760062E;Lycée professionnel Jules Le Cesne - Lycée des métiers de l'hôtellerie, de la restauration et des services;NORMANDIE;BAC PRO;39.0;35.0;43.0;43.0;49.0;57.0
cumul 2018-2019;0760072R;Lycée général et technologique Guillaume Le Conquérant;NORMANDIE;BTS;43.0;34.0;55.0;52.0;69.0;79.0
cumul 2018-2019;0770945J;Lycée professionnel Gustave Eiffel - Lycée des métiers des structures métalliques et de la chaudronerie - Lycée des métiers de l'électrotechnique;ILE-DE-FRANCE;MC4;24.0;32.0;48.0;60.0;60.0;64.0
cumul 2018-2019;0771997C;Lycée professionnel Jacques Prévert - Lycée des métiers des systèmes électroniques numériques et de l'électrotechnique;ILE-DE-FRANCE;BAC PRO;34.0;52.0;50.0;44.0;53.0;46.0
cumul 2018-2019;0772151V;Lycée professionnel privé Les Sinoplies;ILE-DE-FRANCE;CAP;;;;;;
cumul 2018-2019;0781883Y;Lycée polyvalent Dumont d'Urville;ILE-DE-FRANCE;BTS;69.0;25.0;48.0;44.0;41.0;44.0
cumul 2018-2019;0783214V;Lycée professionnel Lucien René Duchesne, lycée des métiers de l'automobile;ILE-DE-FRANCE;BAC PRO;45.0;48.0;54.0;58.0;52.0;55.0
cumul 2018-2019;0800062H;Lycée professionnel Edouard Gand - Lycée des métiers des services à la personne et aux organisations;HAUTS-DE-FRANCE;BAC PRO;41.0;44.0;26.0;26.0;34.0;41.0
cumul 2018-2019;0801945E;Lycée professionnel privé Saint Pierre;HAUTS-DE-FRANCE;BAC PRO;23.0;71.0;;;;
cumul 2018-2019;0810113H;Lycée professionnel privé Notre Dame - Lycée des métiers;OCCITANIE;BAC PRO;22.0;54.0;44.0;50.0;49.0;49.0
cumul 2018-2019;0810995S;Lycée professionnel Docteur Clément de Pémille;OCCITANIE;BAC PRO;38.0;51.0;47.0;45.0;51.0;49.0
cumul 2018-2019;0850027T;Lycée polyvalent Rosa Parks - Lycée des métiers des sciences et technologies de la construction et de l'industrie;PAYS DE LA LOIRE;CAP;36.0;48.0;42.0;51.0;51.0;63.0
cumul 2022-2023;0010021T;Lycée professionnel Marcelle Pardé - Lycée des métiers du réseau textile mode cuir;AUVERGNE-RHONE-ALPES;BAC PRO;;59.0;56.0;66.0;;
cumul 2022-2023;0010032E;Lycée polyvalent Xavier Bichat;AUVERGNE-RHONE-ALPES;BAC PRO;;46.0;44.0;44.0;;
cumul 2022-2023;0010034G;Lycée polyvalent Paul Painlevé;AUVERGNE-RHONE-ALPES;BAC PRO;;65.0;50.0;50.0;;
cumul 2022-2023;0011194T;Lycée général et technologique de la Plaine de l'Ain;AUVERGNE-RHONE-ALPES;BTS;46.0;23.0;67.0;70.0;;
cumul 2022-2023;0021479X;Lycée professionnel Françoise Dolto - Lycée des métiers des services aux personnes et aux entreprises;HAUTS-DE-FRANCE;BAC PRO;;40.0;43.0;50.0;;
cumul 2022-2023;0050006E;Lycée général et technologique Dominique Villars;PROVENCE-ALPES-COTE D'AZUR;BTS;22.0;52.0;59.0;69.0;;
cumul 2022-2023;0060023T;Lycée professionnel Francis de Croisset;PROVENCE-ALPES-COTE D'AZUR;CAP;35.0;20.0;31.0;31.0;;
cumul 2022-2023;0070031W;Lycée professionnel Marius Bouvier - Lycée des métiers de la sécurité, de l'industrie et du numérique;AUVERGNE-RHONE-ALPES;CAP;37.0;61.0;44.0;48.0;;
cumul 2022-2023;0080039Z;Lycée polyvalent Paul Verlaine;GRAND EST;BAC PRO;;53.0;32.0;51.0;;
cumul 2022-2023;0090024C;Lycée professionnel Dr Philippe Tissié - Lycée des métiers maintenance des engins mécaniques;OCCITANIE;BAC PRO;;57.0;52.0;65.0;;
cumul 2022-2023;0130050J;Lycée polyvalent Denis Diderot - Lycée des métiers d'art, du design et de l'éco-habitat;PROVENCE-ALPES-COTE D'AZUR;CAP;58.0;44.0;27.0;27.0;;
cumul 2022-2023;0130053M;Lycée polyvalent Jean Perrin;PROVENCE-ALPES-COTE D'AZUR;BTS;40.0;50.0;58.0;65.0;;
cumul 2022-2023;0130054N;Lycée professionnel Poinso-Chapuis;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;;41.0;47.0;63.0;;
cumul 2022-2023;0130072H;Lycée professionnel Ampère;PROVENCE-ALPES-COTE D'AZUR;CAP;38.0;59.0;39.0;47.0;;
cumul 2022-2023;0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE - Lycée des métiers du transport, de la logistique et de la maintenance des véhicules industriels;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;;35.0;67.0;70.0;;
